gene.ensembl	gene.sym
ENSMUSG00000080709	Gm14324
ENSMUSG00000095362	Gm14325
ENSMUSG00000078862	Gm14326
ENSMUSG00000074521	Gm14327
ENSMUSG00000095419	Gm14328
ENSMUSG00000084298	Gm14331
ENSMUSG00000080876	Gm14332
ENSMUSG00000095907	Gm14333
ENSMUSG00000083144	Gm14334
ENSMUSG00000081805	Gm14335
ENSMUSG00000082543	Gm14336
NA	Gm14345
NA	Gm14346
NA	Gm14347
ENSMUSG00000094240	Gm14348
ENSMUSG00000084955	Gm14349
ENSMUSG00000080299	Gm14350
NA	Gm14351
ENSMUSG00000083918	Gm14352
ENSMUSG00000081589	Gm14353
ENSMUSG00000096524	Gm14355
ENSMUSG00000082489	Gm14356
ENSMUSG00000095259	Gm14357
ENSMUSG00000082081	Gm14358
ENSMUSG00000082025	Gm14359
ENSMUSG00000082167	Gm14360
ENSMUSG00000095492	Gm14361
ENSMUSG00000093977	Gm14362
ENSMUSG00000082975	Gm14363
ENSMUSG00000085775	Gm14364
ENSMUSG00000094401	Gm14365
ENSMUSG00000082326	Gm14366
ENSMUSG00000080792	Gm14367
ENSMUSG00000085966	Gm14368
ENSMUSG00000081626	Gm14369
ENSMUSG00000094358	Gm14370
ENSMUSG00000085938	Gm14371
ENSMUSG00000081232	Gm14373
NA	Gm14374
ENSMUSG00000082270	Gm14375
ENSMUSG00000082240	Gm14380
ENSMUSG00000083535	Gm14381
ENSMUSG00000082210	Gm14382
ENSMUSG00000081416	Gm14383
ENSMUSG00000080158	Gm14385
ENSMUSG00000080888	Gm14387
ENSMUSG00000084230	Gm14388
ENSMUSG00000087520	Gm14389
ENSMUSG00000081599	Gm14390
ENSMUSG00000078903	Gm14391
ENSMUSG00000081949	Gm14392
ENSMUSG00000078905	Gm14393
ENSMUSG00000083402	Gm14394
ENSMUSG00000084150	Gm14395
ENSMUSG00000083993	Gm14398
ENSMUSG00000090093	Gm14399
ENSMUSG00000083817	Gm14400
ENSMUSG00000078872	Gm14401
ENSMUSG00000083317	Gm14402
ENSMUSG00000094786	Gm14403
ENSMUSG00000082343	Gm14404
ENSMUSG00000083170	Gm14405
ENSMUSG00000078865	Gm14406
ENSMUSG00000082023	Gm14407
ENSMUSG00000078876	Gm14408
ENSMUSG00000078869	Gm14409
ENSMUSG00000078870	Gm14410
ENSMUSG00000082765	Gm14411
ENSMUSG00000078868	Gm14412
ENSMUSG00000081590	Gm14413
ENSMUSG00000083619	Gm14414
ENSMUSG00000082377	Gm14415
ENSMUSG00000082724	Gm14416
ENSMUSG00000081326	Gm14417
ENSMUSG00000078867	Gm14418
ENSMUSG00000078875	Gm14419
NA	Gm14420
ENSMUSG00000083111	Gm14421
ENSMUSG00000081156	Gm14425
ENSMUSG00000083837	Gm14427
ENSMUSG00000083702	Gm14428
ENSMUSG00000081574	Gm14429
NA	Gm14431
ENSMUSG00000078881	Gm14434
ENSMUSG00000089951	Gm14435
ENSMUSG00000084323	Gm14438
ENSMUSG00000084050	Gm14439
ENSMUSG00000078901	Gm14440
ENSMUSG00000081861	Gm14441
ENSMUSG00000082376	Gm14442
ENSMUSG00000078902	Gm14443
ENSMUSG00000078906	Gm14444
ENSMUSG00000082112	Gm14445
ENSMUSG00000080186	Gm14448
ENSMUSG00000081661	Gm14450
ENSMUSG00000083939	Gm14451
ENSMUSG00000081486	Gm14452
ENSMUSG00000087584	Gm14457
ENSMUSG00000079704	Gm14459
ENSMUSG00000082701	Gm14460
ENSMUSG00000084239	Gm14463
ENSMUSG00000082046	Gm14464
ENSMUSG00000083691	Gm14465
ENSMUSG00000083950	Gm14466
ENSMUSG00000080984	Gm14469
ENSMUSG00000083262	Gm14470
ENSMUSG00000082283	Gm14472
ENSMUSG00000081680	Gm14473
NA	Gm14474
NA	Gm14475
NA	Gm14476
NA	Gm14477
NA	Gm14478
NA	Gm14479
ENSMUSG00000081308	Gm14480
ENSMUSG00000080948	Gm14481
NA	Gm14482
NA	Gm14483
NA	Gm14484
ENSMUSG00000083419	Gm14485
ENSMUSG00000082786	Gm14489
ENSMUSG00000083439	Gm14491
ENSMUSG00000083097	Gm14494
ENSMUSG00000098505	Gm14496
ENSMUSG00000081013	Gm14497
ENSMUSG00000080897	Gm14500
NA	Gm14501
ENSMUSG00000082129	Gm14502
ENSMUSG00000086518	Gm14503
ENSMUSG00000082198	Gm14504
ENSMUSG00000081597	Gm14506
ENSMUSG00000081020	Gm14509
ENSMUSG00000080051	Gm14510
ENSMUSG00000081947	Gm14512
ENSMUSG00000080811	Gm14513
ENSMUSG00000081858	Gm14514
ENSMUSG00000083492	Gm14515
ENSMUSG00000083551	Gm14516
ENSMUSG00000081994	Gm14517
ENSMUSG00000083931	Gm14518
ENSMUSG00000082838	Gm14519
ENSMUSG00000081312	Gm14520
ENSMUSG00000083486	Gm14521
ENSMUSG00000080862	Gm14523
ENSMUSG00000083760	Gm14524
ENSMUSG00000071788	Gm14525
ENSMUSG00000096137	Gm14527
ENSMUSG00000083221	Gm14528
ENSMUSG00000087415	Gm14529
ENSMUSG00000081735	Gm14530
ENSMUSG00000084327	Gm14531
ENSMUSG00000083060	Gm14533
ENSMUSG00000083751	Gm14534
ENSMUSG00000094259	Gm14536
ENSMUSG00000082855	Gm14537
ENSMUSG00000081390	Gm14538
ENSMUSG00000084830	Gm14539
ENSMUSG00000084265	Gm14541
ENSMUSG00000081220	Gm14542
ENSMUSG00000074417	Gm14548
ENSMUSG00000081324	Gm14550
ENSMUSG00000084039	Gm14551
ENSMUSG00000082799	Gm14554
ENSMUSG00000081475	Gm14558
ENSMUSG00000083755	Gm14559
ENSMUSG00000083130	Gm14560
ENSMUSG00000083030	Gm14561
ENSMUSG00000085073	Gm14562
ENSMUSG00000082175	Gm14563
ENSMUSG00000082723	Gm14564
ENSMUSG00000084247	Gm14566
ENSMUSG00000080896	Gm14567
ENSMUSG00000081407	Gm14568
ENSMUSG00000091556	Gm14569
ENSMUSG00000082147	Gm14570
ENSMUSG00000083845	Gm14571
ENSMUSG00000083484	Gm14574
ENSMUSG00000083665	Gm14575
ENSMUSG00000084287	Gm14576
ENSMUSG00000083515	Gm14577
ENSMUSG00000083098	Gm14578
ENSMUSG00000083598	Gm14579
ENSMUSG00000081856	Gm14580
ENSMUSG00000082968	Gm14581
ENSMUSG00000083798	Gm14584
ENSMUSG00000081145	Gm14585
ENSMUSG00000083621	Gm14586
ENSMUSG00000081300	Gm14587
ENSMUSG00000082839	Gm14588
ENSMUSG00000083278	Gm14589
ENSMUSG00000096376	Gm14590
ENSMUSG00000083428	Gm14591
ENSMUSG00000083738	Gm14592
ENSMUSG00000084308	Gm14593
ENSMUSG00000081638	Gm14594
ENSMUSG00000094975	Gm14595
ENSMUSG00000094698	Gm14596
ENSMUSG00000079593	Gm14597
ENSMUSG00000096308	Gm14598
ENSMUSG00000081937	Gm14599
ENSMUSG00000084076	Gm14600
ENSMUSG00000081119	Gm14601
ENSMUSG00000080714	Gm14602
ENSMUSG00000081704	Gm14603
ENSMUSG00000081129	Gm14605
ENSMUSG00000080764	Gm14606
ENSMUSG00000082887	Gm14607
ENSMUSG00000084348	Gm14608
ENSMUSG00000083499	Gm14609
ENSMUSG00000082426	Gm14610
ENSMUSG00000082660	Gm14612
ENSMUSG00000081918	Gm14613
ENSMUSG00000082966	Gm14614
ENSMUSG00000082324	Gm14615
ENSMUSG00000083450	Gm14619
ENSMUSG00000083112	Gm14620
ENSMUSG00000081188	Gm14621
ENSMUSG00000081298	Gm14622
ENSMUSG00000083249	Gm14623
ENSMUSG00000081089	Gm14624
ENSMUSG00000096127	Gm14625
ENSMUSG00000084369	Gm14626
ENSMUSG00000081024	Gm14627
ENSMUSG00000081036	Gm14628
ENSMUSG00000084103	Gm14629
ENSMUSG00000081100	Gm14630
ENSMUSG00000083821	Gm14631
ENSMUSG00000073255	Gm14632
ENSMUSG00000081620	Gm14633
ENSMUSG00000082606	Gm14638
ENSMUSG00000082253	Gm14639
ENSMUSG00000080321	Gm14644
ENSMUSG00000084305	Gm14645
ENSMUSG00000084044	Gm14647
ENSMUSG00000068014	Gm14648
ENSMUSG00000081837	Gm14649
ENSMUSG00000083982	Gm14650
ENSMUSG00000086562	Gm14651
ENSMUSG00000084158	Gm14652
ENSMUSG00000084000	Gm14653
ENSMUSG00000081551	Gm14654
ENSMUSG00000083158	Gm14655
ENSMUSG00000082168	Gm14656
ENSMUSG00000084396	Gm14657
ENSMUSG00000081269	Gm14659
ENSMUSG00000081891	Gm14660
ENSMUSG00000083543	Gm14663
ENSMUSG00000082092	Gm14665
ENSMUSG00000083343	Gm14666
ENSMUSG00000083084	Gm14667
ENSMUSG00000083243	Gm14668
ENSMUSG00000080828	Gm14669
ENSMUSG00000083074	Gm14670
ENSMUSG00000083570	Gm14671
ENSMUSG00000081514	Gm14673
ENSMUSG00000082863	Gm14674
ENSMUSG00000082269	Gm14676
ENSMUSG00000081765	Gm14677
ENSMUSG00000081001	Gm14678
ENSMUSG00000082125	Gm14679
NA	Gm14680
ENSMUSG00000081603	Gm14681
ENSMUSG00000081442	Gm14682
ENSMUSG00000067771	Gm14685
ENSMUSG00000081375	Gm14686
ENSMUSG00000083010	Gm14687
ENSMUSG00000083709	Gm14688
ENSMUSG00000079577	Gm14692
ENSMUSG00000080822	Gm14694
ENSMUSG00000081814	Gm14695
ENSMUSG00000071748	Gm14698
ENSMUSG00000083046	Gm14699
ENSMUSG00000082162	Gm14701
ENSMUSG00000082538	Gm14704
ENSMUSG00000083482	Gm14706
ENSMUSG00000082444	Gm14709
ENSMUSG00000084831	Gm14710
ENSMUSG00000083566	Gm14711
ENSMUSG00000081061	Gm14712
ENSMUSG00000083810	Gm14713
ENSMUSG00000081697	Gm14714
ENSMUSG00000082824	Gm14716
ENSMUSG00000082192	Gm14719
ENSMUSG00000082713	Gm14721
ENSMUSG00000082770	Gm14722
ENSMUSG00000082337	Gm14723
ENSMUSG00000083119	Gm14724
ENSMUSG00000082652	Gm14725
ENSMUSG00000080843	Gm14726
ENSMUSG00000083747	Gm14727
ENSMUSG00000082083	Gm14728
ENSMUSG00000083784	Gm14729
ENSMUSG00000082262	Gm14730
ENSMUSG00000082822	Gm14731
ENSMUSG00000081464	Gm14732
ENSMUSG00000083944	Gm14733
ENSMUSG00000081471	Gm14735
ENSMUSG00000082657	Gm14736
ENSMUSG00000082913	Gm14739
ENSMUSG00000083877	Gm14740
ENSMUSG00000083587	Gm14741
ENSMUSG00000079519	Gm14743
ENSMUSG00000079522	Gm14744
ENSMUSG00000082865	Gm14745
ENSMUSG00000081358	Gm14746
ENSMUSG00000085610	Gm14747
ENSMUSG00000082842	Gm14748
ENSMUSG00000083927	Gm14749
ENSMUSG00000082635	Gm14750
ENSMUSG00000083067	Gm14751
ENSMUSG00000081881	Gm14752
ENSMUSG00000081781	Gm14753
ENSMUSG00000083637	Gm14754
ENSMUSG00000082288	Gm14755
ENSMUSG00000080193	Gm14756
ENSMUSG00000082910	Gm14758
ENSMUSG00000081221	Gm14760
ENSMUSG00000081452	Gm14761
ENSMUSG00000083839	Gm14765
ENSMUSG00000084340	Gm14766
ENSMUSG00000081933	Gm14767
ENSMUSG00000083444	Gm14768
ENSMUSG00000081583	Gm14769
ENSMUSG00000084281	Gm14770
ENSMUSG00000081379	Gm14771
ENSMUSG00000080266	Gm14772
ENSMUSG00000081424	Gm14774
ENSMUSG00000083779	Gm14775
ENSMUSG00000083421	Gm14776
ENSMUSG00000080155	Gm14777
ENSMUSG00000083207	Gm14780
ENSMUSG00000064129	Gm14781
ENSMUSG00000082807	Gm14782
ENSMUSG00000083926	Gm14783
ENSMUSG00000084269	Gm14784
ENSMUSG00000083955	Gm14785
ENSMUSG00000082832	Gm14786
ENSMUSG00000080863	Gm14787
ENSMUSG00000081235	Gm14788
ENSMUSG00000083114	Gm14790
ENSMUSG00000082311	Gm14791
ENSMUSG00000084355	Gm14792
ENSMUSG00000082595	Gm14793
ENSMUSG00000081673	Gm14794
ENSMUSG00000083058	Gm14795
ENSMUSG00000081458	Gm14796
ENSMUSG00000081033	Gm14797
ENSMUSG00000082404	Gm14799
ENSMUSG00000081135	Gm14800
ENSMUSG00000083972	Gm14802
ENSMUSG00000082397	Gm14803
ENSMUSG00000081628	Gm14804
ENSMUSG00000083597	Gm14805
ENSMUSG00000080283	Gm14806
ENSMUSG00000080298	Gm14807
ENSMUSG00000083603	Gm14810
ENSMUSG00000082933	Gm14811
ENSMUSG00000082549	Gm14813
ENSMUSG00000081397	Gm14815
ENSMUSG00000082505	Gm14816
null	Gm14818
ENSMUSG00000073245	Gm14819
ENSMUSG00000080910	Gm14821
ENSMUSG00000083049	Gm14822
ENSMUSG00000081976	Gm14823
ENSMUSG00000083744	Gm14824
ENSMUSG00000084214	Gm14825
ENSMUSG00000082759	Gm14826
ENSMUSG00000080813	Gm14828
ENSMUSG00000083936	Gm14829
ENSMUSG00000081418	Gm14830
ENSMUSG00000080887	Gm14831
ENSMUSG00000082907	Gm14832
ENSMUSG00000081131	Gm14833
ENSMUSG00000082630	Gm14834
ENSMUSG00000082172	Gm14835
ENSMUSG00000080898	Gm14836
ENSMUSG00000083775	Gm14837
ENSMUSG00000081567	Gm14838
ENSMUSG00000081716	Gm14839
ENSMUSG00000083414	Gm14840
ENSMUSG00000081986	Gm14841
ENSMUSG00000083781	Gm14842
ENSMUSG00000083897	Gm14843
ENSMUSG00000082729	Gm14845
ENSMUSG00000084271	Gm14846
ENSMUSG00000080886	Gm14847
ENSMUSG00000083805	Gm14848
ENSMUSG00000081807	Gm14849
NA	Gm14850
ENSMUSG00000061958	Gm14851
ENSMUSG00000082618	Gm14852
ENSMUSG00000079965	Gm14853
ENSMUSG00000082275	Gm14854
ENSMUSG00000084376	Gm14855
ENSMUSG00000081081	Gm14856
ENSMUSG00000081289	Gm14857
ENSMUSG00000081263	Gm14859
ENSMUSG00000082812	Gm14860
ENSMUSG00000083502	Gm14861
ENSMUSG00000079694	Gm14862
ENSMUSG00000083608	Gm14863
ENSMUSG00000080050	Gm14864
ENSMUSG00000082222	Gm14865
ENSMUSG00000080733	Gm14867
ENSMUSG00000081681	Gm14868
ENSMUSG00000083210	Gm14869
ENSMUSG00000081748	Gm14870
ENSMUSG00000082492	Gm14871
ENSMUSG00000083263	Gm14874
ENSMUSG00000083213	Gm14875
ENSMUSG00000084219	Gm14876
ENSMUSG00000082174	Gm14877
ENSMUSG00000083432	Gm14878
ENSMUSG00000081395	Gm14879
ENSMUSG00000080841	Gm14880
ENSMUSG00000082939	Gm14881
ENSMUSG00000083063	Gm14882
ENSMUSG00000081271	Gm14883
ENSMUSG00000081529	Gm14884
ENSMUSG00000082680	Gm14885
ENSMUSG00000081211	Gm14886
ENSMUSG00000083366	Gm14887
ENSMUSG00000081209	Gm14890
ENSMUSG00000081341	Gm14891
ENSMUSG00000080825	Gm14892
ENSMUSG00000083605	Gm14893
ENSMUSG00000081354	Gm14894
ENSMUSG00000081978	Gm14895
ENSMUSG00000082567	Gm14896
ENSMUSG00000081160	Gm14897
ENSMUSG00000082546	Gm14898
ENSMUSG00000082752	Gm14899
ENSMUSG00000083037	Gm14900
ENSMUSG00000081806	Gm14901
ENSMUSG00000083663	Gm14903
ENSMUSG00000084053	Gm14904
ENSMUSG00000083452	Gm14905
ENSMUSG00000081124	Gm14906
ENSMUSG00000083352	Gm14907
ENSMUSG00000083818	Gm14908
ENSMUSG00000081268	Gm14909
ENSMUSG00000083031	Gm14910
ENSMUSG00000083602	Gm14911
ENSMUSG00000081466	Gm14912
ENSMUSG00000081134	Gm14913
ENSMUSG00000084283	Gm14914
ENSMUSG00000084138	Gm14915
ENSMUSG00000082403	Gm14916
ENSMUSG00000081659	Gm14917
ENSMUSG00000080852	Gm14918
ENSMUSG00000080954	Gm14919
NA	Gm14920
ENSMUSG00000081399	Gm14921
ENSMUSG00000084097	Gm14922
ENSMUSG00000082636	Gm14923
ENSMUSG00000081848	Gm14925
ENSMUSG00000081587	Gm14926
ENSMUSG00000081546	Gm14927
ENSMUSG00000082718	Gm14928
ENSMUSG00000081728	Gm14930
ENSMUSG00000083321	Gm14931
ENSMUSG00000083699	Gm14932
ENSMUSG00000082317	Gm14933
ENSMUSG00000081182	Gm14935
ENSMUSG00000081082	Gm14937
ENSMUSG00000082392	Gm14938
ENSMUSG00000083560	Gm14939
ENSMUSG00000083490	Gm14940
ENSMUSG00000083537	Gm14942
ENSMUSG00000082590	Gm14943
ENSMUSG00000084054	Gm14945
ENSMUSG00000081095	Gm14946
ENSMUSG00000086452	Gm14947
ENSMUSG00000083294	Gm14957
ENSMUSG00000082382	Gm14970
ENSMUSG00000081736	Gm14971
ENSMUSG00000082690	Gm14972
ENSMUSG00000081639	Gm14973
ENSMUSG00000082126	Gm14975
ENSMUSG00000084256	Gm14976
ENSMUSG00000081072	Gm14977
ENSMUSG00000083858	Gm14979
ENSMUSG00000083062	Gm14980
ENSMUSG00000082537	Gm14981
ENSMUSG00000083024	Gm14982
ENSMUSG00000081874	Gm14983
ENSMUSG00000084047	Gm14984
ENSMUSG00000081900	Gm14985
ENSMUSG00000084337	Gm14986
ENSMUSG00000083920	Gm14987
ENSMUSG00000082135	Gm14988
ENSMUSG00000084118	Gm14989
ENSMUSG00000082358	Gm14990
ENSMUSG00000082021	Gm14991
ENSMUSG00000096589	Gm14992
ENSMUSG00000081507	Gm14993
ENSMUSG00000084245	Gm14994
ENSMUSG00000081286	Gm14995
ENSMUSG00000095327	Gm14996
ENSMUSG00000083324	Gm14997
ENSMUSG00000083517	Gm14998
ENSMUSG00000082261	Gm14999
ENSMUSG00000081017	Gm15000
ENSMUSG00000083053	Gm15001
ENSMUSG00000081869	Gm15002
ENSMUSG00000082504	Gm15003
ENSMUSG00000082421	Gm15004
ENSMUSG00000095702	Gm15005
ENSMUSG00000083828	Gm15006
ENSMUSG00000083180	Gm15007
ENSMUSG00000082214	Gm15009
ENSMUSG00000080874	Gm15010
ENSMUSG00000081374	Gm15011
ENSMUSG00000081018	Gm15012
ENSMUSG00000098559	Gm15013
ENSMUSG00000082890	Gm15014
ENSMUSG00000083223	Gm15016
ENSMUSG00000081292	Gm15018
ENSMUSG00000084330	Gm15019
ENSMUSG00000082602	Gm15021
ENSMUSG00000081709	Gm15022
ENSMUSG00000079432	Gm15023
ENSMUSG00000080953	Gm15025
ENSMUSG00000082563	Gm15026
ENSMUSG00000094574	Gm15027
ENSMUSG00000082393	Gm15028
ENSMUSG00000080757	Gm15029
ENSMUSG00000083290	Gm15030
ENSMUSG00000081365	Gm15031
ENSMUSG00000081568	Gm15032
ENSMUSG00000083399	Gm15033
ENSMUSG00000081320	Gm15034
ENSMUSG00000082347	Gm15036
ENSMUSG00000083455	Gm15037
ENSMUSG00000083445	Gm15038
ENSMUSG00000081938	Gm15039
ENSMUSG00000082696	Gm15040
ENSMUSG00000081349	Gm15041
ENSMUSG00000095988	Gm15042
ENSMUSG00000082011	Gm15043
ENSMUSG00000083493	Gm15044
ENSMUSG00000095591	Gm15045
ENSMUSG00000081408	Gm15047
ENSMUSG00000082060	Gm15048
ENSMUSG00000081463	Gm15049
ENSMUSG00000084282	Gm15054
ENSMUSG00000082976	Gm15056
ENSMUSG00000083375	Gm15057
ENSMUSG00000082773	Gm15058
ENSMUSG00000081646	Gm15060
ENSMUSG00000084161	Gm15061
ENSMUSG00000080755	Gm15062
ENSMUSG00000082551	Gm15065
ENSMUSG00000083200	Gm15066
ENSMUSG00000081897	Gm15067
ENSMUSG00000094276	Gm15068
ENSMUSG00000096661	Gm15069
ENSMUSG00000081635	Gm15071
ENSMUSG00000081336	Gm15073
ENSMUSG00000082594	Gm15074
ENSMUSG00000084147	Gm15075
ENSMUSG00000081197	Gm15076
ENSMUSG00000081029	Gm15077
ENSMUSG00000083710	Gm15078
ENSMUSG00000082223	Gm15079
ENSMUSG00000072931	Gm15080
ENSMUSG00000083970	Gm15081
ENSMUSG00000095994	Gm15084
ENSMUSG00000095621	Gm15085
ENSMUSG00000084395	Gm15087
ENSMUSG00000096213	Gm15088
ENSMUSG00000093851	Gm15089
ENSMUSG00000096179	Gm15090
ENSMUSG00000095082	Gm15091
ENSMUSG00000094941	Gm15093
ENSMUSG00000083778	Gm15094
ENSMUSG00000082937	Gm15095
ENSMUSG00000083231	Gm15096
ENSMUSG00000094378	Gm15097
ENSMUSG00000095820	Gm15098
ENSMUSG00000094964	Gm15101
ENSMUSG00000095534	Gm15102
ENSMUSG00000081827	Gm15103
ENSMUSG00000081928	Gm15105
ENSMUSG00000082856	Gm15106
ENSMUSG00000072930	Gm15107
ENSMUSG00000080046	Gm15108
ENSMUSG00000072929	Gm15109
ENSMUSG00000083809	Gm15110
ENSMUSG00000081533	Gm15111
ENSMUSG00000084112	Gm15112
ENSMUSG00000084001	Gm15113
ENSMUSG00000079395	Gm15114
ENSMUSG00000083967	Gm15115
ENSMUSG00000083254	Gm15116
ENSMUSG00000082714	Gm15120
NA	Gm15121
ENSMUSG00000080071	Gm15125
ENSMUSG00000082995	Gm15126
ENSMUSG00000096834	Gm15127
ENSMUSG00000095872	Gm15128
ENSMUSG00000082974	Gm15129
ENSMUSG00000079169	Gm15130
ENSMUSG00000082961	Gm15131
ENSMUSG00000081396	Gm15132
ENSMUSG00000082437	Gm15136
ENSMUSG00000094592	Gm15140
ENSMUSG00000081870	Gm15141
ENSMUSG00000084367	Gm15142
ENSMUSG00000094427	Gm15143
ENSMUSG00000082462	Gm15147
ENSMUSG00000082423	Gm15148
ENSMUSG00000081942	Gm15149
ENSMUSG00000081331	Gm15151
ENSMUSG00000081782	Gm15152
ENSMUSG00000082733	Gm15153
ENSMUSG00000083687	Gm15154
ENSMUSG00000055109	Gm15155
ENSMUSG00000082560	Gm15157
ENSMUSG00000081821	Gm15158
ENSMUSG00000084065	Gm15159
ENSMUSG00000081386	Gm15160
ENSMUSG00000083719	Gm15161
ENSMUSG00000084246	Gm15162
ENSMUSG00000085711	Gm15163
ENSMUSG00000081573	Gm15164
ENSMUSG00000080995	Gm15165
ENSMUSG00000080799	Gm15166
ENSMUSG00000084191	Gm15167
ENSMUSG00000084210	Gm15168
ENSMUSG00000083136	Gm15170
ENSMUSG00000083117	Gm15171
ENSMUSG00000082708	Gm15172
ENSMUSG00000081222	Gm15173
ENSMUSG00000083636	Gm15175
ENSMUSG00000081415	Gm15176
ENSMUSG00000084270	Gm15177
ENSMUSG00000083244	Gm15180
ENSMUSG00000082745	Gm15181
ENSMUSG00000082528	Gm15182
ENSMUSG00000082059	Gm15183
ENSMUSG00000083316	Gm15185
ENSMUSG00000083906	Gm15186
ENSMUSG00000083437	Gm15187
ENSMUSG00000083625	Gm15188
ENSMUSG00000083127	Gm15189
ENSMUSG00000082693	Gm15190
ENSMUSG00000082778	Gm15191
ENSMUSG00000083318	Gm15192
ENSMUSG00000081536	Gm15193
ENSMUSG00000083393	Gm15194
ENSMUSG00000082500	Gm15195
ENSMUSG00000083516	Gm15196
ENSMUSG00000081873	Gm15197
ENSMUSG00000083429	Gm15198
ENSMUSG00000083963	Gm15203
ENSMUSG00000082625	Gm15204
ENSMUSG00000082007	Gm15206
ENSMUSG00000082539	Gm15207
ENSMUSG00000081917	Gm15209
NA	Gm15210
ENSMUSG00000081931	Gm15211
ENSMUSG00000082598	Gm15212
ENSMUSG00000081699	Gm15213
ENSMUSG00000082970	Gm15214
ENSMUSG00000083225	Gm15215
ENSMUSG00000080834	Gm15216
ENSMUSG00000079261	Gm15217
ENSMUSG00000081840	Gm15220
ENSMUSG00000081875	Gm15223
ENSMUSG00000081012	Gm15224
ENSMUSG00000083466	Gm15225
ENSMUSG00000084080	Gm15227
ENSMUSG00000085880	Gm15229
ENSMUSG00000082019	Gm15231
ENSMUSG00000081500	Gm15233
ENSMUSG00000105522	Gm15235
ENSMUSG00000082134	Gm15236
ENSMUSG00000084180	Gm15237
ENSMUSG00000084378	Gm15238
ENSMUSG00000082915	Gm15240
ENSMUSG00000083945	Gm15242
ENSMUSG00000082449	Gm15244
ENSMUSG00000094725	Gm15251
ENSMUSG00000095657	Gm15252
ENSMUSG00000095436	Gm15254
ENSMUSG00000094323	Gm15256
ENSMUSG00000096733	Gm15257
ENSMUSG00000085978	Gm15258
ENSMUSG00000086497	Gm15259
ENSMUSG00000095411	Gm15260
ENSMUSG00000108981	Gm15262
ENSMUSG00000084058	Gm15263
ENSMUSG00000081355	Gm15264
ENSMUSG00000081306	Gm15266
ENSMUSG00000083474	Gm15267
ENSMUSG00000081217	Gm15268
ENSMUSG00000074655	Gm1527
ENSMUSG00000083196	Gm15272
ENSMUSG00000086668	Gm15273
ENSMUSG00000086246	Gm15274
ENSMUSG00000084982	Gm15275
ENSMUSG00000086906	Gm15276
ENSMUSG00000085756	Gm15279
ENSMUSG00000086580	Gm15280
ENSMUSG00000086525	Gm15281
ENSMUSG00000081803	Gm15282
NA	Gm15284
ENSMUSG00000081277	Gm15285
ENSMUSG00000082258	Gm15289
ENSMUSG00000074441	Gm15292
ENSMUSG00000079116	Gm15293
ENSMUSG00000081607	Gm15294
ENSMUSG00000083741	Gm15297
NA	Gm15299
ENSMUSG00000083251	Gm15300
ENSMUSG00000084377	Gm15302
ENSMUSG00000082957	Gm15303
ENSMUSG00000081321	Gm15304
ENSMUSG00000084344	Gm15305
NA	Gm15308
ENSMUSG00000083106	Gm15309
ENSMUSG00000089814	Gm15310
ENSMUSG00000083987	Gm15311
ENSMUSG00000084041	Gm15312
ENSMUSG00000084366	Gm15313
ENSMUSG00000082323	Gm15314
NA	Gm15315
ENSMUSG00000082698	Gm15316
ENSMUSG00000074449	Gm15319
ENSMUSG00000082103	Gm15320
ENSMUSG00000083522	Gm15321
ENSMUSG00000083441	Gm15329
ENSMUSG00000083020	Gm15331
ENSMUSG00000083369	Gm15332
ENSMUSG00000082287	Gm15333
ENSMUSG00000083766	Gm15335
ENSMUSG00000082682	Gm15349
ENSMUSG00000081951	Gm15352
ENSMUSG00000083905	Gm15355
ENSMUSG00000081901	Gm15357
ENSMUSG00000082650	Gm15358
NA	Gm15359
ENSMUSG00000083283	Gm15361
ENSMUSG00000083768	Gm15362
ENSMUSG00000083981	Gm15363
ENSMUSG00000082447	Gm15364
ENSMUSG00000080777	Gm15365
ENSMUSG00000080726	Gm15366
ENSMUSG00000082873	Gm15367
ENSMUSG00000081488	Gm15368
ENSMUSG00000081602	Gm15369
ENSMUSG00000081261	Gm15370
ENSMUSG00000082677	Gm15371
ENSMUSG00000084195	Gm15372
ENSMUSG00000082837	Gm15373
ENSMUSG00000082513	Gm15374
ENSMUSG00000083478	Gm15375
ENSMUSG00000083277	Gm15376
ENSMUSG00000082098	Gm15377
ENSMUSG00000083416	Gm15378
ENSMUSG00000082208	Gm15379
ENSMUSG00000081771	Gm15381
ENSMUSG00000083083	Gm15382
ENSMUSG00000084240	Gm15383
ENSMUSG00000083093	Gm15385
ENSMUSG00000082585	Gm15387
ENSMUSG00000083884	Gm15388
ENSMUSG00000081114	Gm15390
ENSMUSG00000083582	Gm15393
ENSMUSG00000083584	Gm15394
ENSMUSG00000081939	Gm15399
ENSMUSG00000080842	Gm15400
ENSMUSG00000081412	Gm15403
ENSMUSG00000084235	Gm15421
ENSMUSG00000082738	Gm15422
ENSMUSG00000084390	Gm15425
ENSMUSG00000083386	Gm15426
ENSMUSG00000081051	Gm15427
ENSMUSG00000046057	Gm15428
ENSMUSG00000040323	Gm15429
ENSMUSG00000086691	Gm15432
ENSMUSG00000096802	Gm15433
null	Gm15440
ENSMUSG00000084370	Gm15442
ENSMUSG00000082588	Gm15443
ENSMUSG00000090015	Gm15446
ENSMUSG00000074419	Gm15448
ENSMUSG00000084353	Gm15452
NA	Gm15453
ENSMUSG00000096712	Gm15454
