gene.ensembl	gene.sym
ENSMUSG00000027499	Pkia
ENSMUSG00000019876	Pkib
ENSMUSG00000035268	Pkig
ENSMUSG00000041237	Pklr
ENSMUSG00000032294	Pkm
ENSMUSG00000023908	Pkmyt1
ENSMUSG00000057672	Pkn1
ENSMUSG00000004591	Pkn2
ENSMUSG00000026785	Pkn3
ENSMUSG00000006705	Pknox1
ENSMUSG00000035934	Pknox2
ENSMUSG00000026413	Pkp1
ENSMUSG00000041957	Pkp2
ENSMUSG00000054065	Pkp3
ENSMUSG00000026991	Pkp4
ENSMUSG00000002847	Pla1a
ENSMUSG00000022683	Pla2g10
ENSMUSG00000027999	Pla2g12a
ENSMUSG00000009646	Pla2g12b
ENSMUSG00000031903	Pla2g15
ENSMUSG00000060675	Pla2g16
ENSMUSG00000029522	Pla2g1b
ENSMUSG00000058908	Pla2g2a
ENSMUSG00000028750	Pla2g2c
ENSMUSG00000041202	Pla2g2d
ENSMUSG00000028751	Pla2g2e
ENSMUSG00000028749	Pla2g2f
ENSMUSG00000034579	Pla2g3
ENSMUSG00000056220	Pla2g4a
ENSMUSG00000098488	Pla2g4b
ENSMUSG00000033847	Pla2g4c
ENSMUSG00000108293	Pla2g4c-ps
ENSMUSG00000070719	Pla2g4d
ENSMUSG00000050211	Pla2g4e
ENSMUSG00000046971	Pla2g4f
ENSMUSG00000041193	Pla2g5
ENSMUSG00000042632	Pla2g6
ENSMUSG00000023913	Pla2g7
ENSMUSG00000054580	Pla2r1
ENSMUSG00000028577	Plaa
ENSMUSG00000061082	Plac1
ENSMUSG00000029322	Plac8
ENSMUSG00000059455	Plac8l1
ENSMUSG00000095304	Plac9a
ENSMUSG00000072674	Plac9b
ENSMUSG00000003282	Plag1
ENSMUSG00000019817	Plagl1
ENSMUSG00000051413	Plagl2
ENSMUSG00000031538	Plat
ENSMUSG00000021822	Plau
ENSMUSG00000046223	Plaur
ENSMUSG00000029134	Plb1
ENSMUSG00000030214	Plbd1
ENSMUSG00000029598	Plbd2
ENSMUSG00000051177	Plcb1
ENSMUSG00000040061	Plcb2
ENSMUSG00000024960	Plcb3
ENSMUSG00000039943	Plcb4
ENSMUSG00000010660	Plcd1
ENSMUSG00000020937	Plcd3
ENSMUSG00000026173	Plcd4
ENSMUSG00000024998	Plce1
ENSMUSG00000016933	Plcg1
ENSMUSG00000034330	Plcg2
ENSMUSG00000036834	Plch1
ENSMUSG00000029055	Plch2
ENSMUSG00000038349	Plcl1
ENSMUSG00000038910	Plcl2
ENSMUSG00000064247	Plcxd1
ENSMUSG00000087141	Plcxd2
ENSMUSG00000049148	Plcxd3
ENSMUSG00000030230	Plcz1
ENSMUSG00000027695	Pld1
ENSMUSG00000020828	Pld2
ENSMUSG00000003363	Pld3
ENSMUSG00000052160	Pld4
ENSMUSG00000055214	Pld5
ENSMUSG00000043648	Pld6
ENSMUSG00000022565	Plec
ENSMUSG00000020120	Plek
ENSMUSG00000021118	Plek2
ENSMUSG00000040268	Plekha1
ENSMUSG00000031557	Plekha2
ENSMUSG00000002733	Plekha3
ENSMUSG00000040428	Plekha4
ENSMUSG00000030231	Plekha5
ENSMUSG00000041757	Plekha6
ENSMUSG00000045659	Plekha7
ENSMUSG00000005225	Plekha8
ENSMUSG00000030701	Plekhb1
ENSMUSG00000026123	Plekhb2
ENSMUSG00000066438	Plekhd1
ENSMUSG00000074170	Plekhf1
ENSMUSG00000049969	Plekhf2
ENSMUSG00000040624	Plekhg1
ENSMUSG00000037552	Plekhg2
ENSMUSG00000052609	Plekhg3
ENSMUSG00000014782	Plekhg4
ENSMUSG00000039713	Plekhg5
ENSMUSG00000038167	Plekhg6
ENSMUSG00000060716	Plekhh1
ENSMUSG00000040852	Plekhh2
ENSMUSG00000035172	Plekhh3
ENSMUSG00000035278	Plekhj1
ENSMUSG00000034247	Plekhm1
ENSMUSG00000028917	Plekhm2
ENSMUSG00000051344	Plekhm3
ENSMUSG00000078485	Plekhn1
ENSMUSG00000015745	Plekho1
ENSMUSG00000050721	Plekho2
ENSMUSG00000035818	Plekhs1
ENSMUSG00000032068	Plet1
ENSMUSG00000059481	Plg
ENSMUSG00000016495	Plgrkt
ENSMUSG00000030546	Plin1
ENSMUSG00000028494	Plin2
ENSMUSG00000024197	Plin3
ENSMUSG00000002831	Plin4
ENSMUSG00000011305	Plin5
ENSMUSG00000083907	Plk-ps1
ENSMUSG00000030867	Plk1
ENSMUSG00000021701	Plk2
ENSMUSG00000028680	Plk3
ENSMUSG00000025758	Plk4
ENSMUSG00000035486	Plk5
ENSMUSG00000031775	Pllp
ENSMUSG00000038583	Pln
ENSMUSG00000019055	Plod1
ENSMUSG00000032374	Plod2
ENSMUSG00000004846	Plod3
ENSMUSG00000031425	Plp1
ENSMUSG00000031146	Plp2
ENSMUSG00000021759	Plpp1
ENSMUSG00000052151	Plpp2
ENSMUSG00000028517	Plpp3
ENSMUSG00000070366	Plpp4
ENSMUSG00000031570	Plpp5
ENSMUSG00000040105	Plpp6
ENSMUSG00000051373	Plpp7
ENSMUSG00000063446	Plppr1
ENSMUSG00000040563	Plppr2
ENSMUSG00000035835	Plppr3
ENSMUSG00000044667	Plppr4
ENSMUSG00000033342	Plppr5
ENSMUSG00000027998	Plrg1
ENSMUSG00000049493	Pls1
ENSMUSG00000016382	Pls3
ENSMUSG00000032369	Plscr1
ENSMUSG00000032372	Plscr2
ENSMUSG00000019461	Plscr3
ENSMUSG00000032377	Plscr4
ENSMUSG00000095654	Plscr5
ENSMUSG00000017754	Pltp
ENSMUSG00000034845	Plvap
ENSMUSG00000017417	Plxdc1
ENSMUSG00000026748	Plxdc2
ENSMUSG00000030084	Plxna1
ENSMUSG00000026640	Plxna2
ENSMUSG00000031398	Plxna3
ENSMUSG00000029765	Plxna4
ENSMUSG00000053646	Plxnb1
ENSMUSG00000036606	Plxnb2
ENSMUSG00000031385	Plxnb3
ENSMUSG00000074785	Plxnc1
ENSMUSG00000030123	Plxnd1
ENSMUSG00000042251	Pm20d1
ENSMUSG00000054659	Pm20d2
ENSMUSG00000024521	Pmaip1
ENSMUSG00000035383	Pmch
ENSMUSG00000025359	Pmel
ENSMUSG00000038400	Pmepa1
ENSMUSG00000028066	Pmf1
ENSMUSG00000031727	Pmfbp1
ENSMUSG00000049761	Pmis2
ENSMUSG00000036986	Pml
ENSMUSG00000022474	Pmm1
ENSMUSG00000022711	Pmm2
ENSMUSG00000052468	Pmp2
ENSMUSG00000018217	Pmp22
ENSMUSG00000026926	Pmpca
ENSMUSG00000029017	Pmpcb
ENSMUSG00000026098	Pms1
ENSMUSG00000079109	Pms2
ENSMUSG00000027952	Pmvk
ENSMUSG00000002012	Pnck
ENSMUSG00000028248	Pnisr
ENSMUSG00000026179	Pnkd
ENSMUSG00000002963	Pnkp
ENSMUSG00000073460	Pnldc1
ENSMUSG00000046008	Pnlip
ENSMUSG00000042179	Pnliprp1
ENSMUSG00000025091	Pnliprp2
ENSMUSG00000054383	Pnma1
ENSMUSG00000046204	Pnma2
ENSMUSG00000046287	Pnma3
ENSMUSG00000050424	Pnma5
ENSMUSG00000041141	Pnmal1
ENSMUSG00000070802	Pnmal2
ENSMUSG00000038216	Pnmt
ENSMUSG00000020994	Pnn
ENSMUSG00000020116	Pno1
ENSMUSG00000045731	Pnoc
ENSMUSG00000115338	Pnp
ENSMUSG00000068417	Pnp2
ENSMUSG00000043286	Pnpla1
ENSMUSG00000025509	Pnpla2
ENSMUSG00000041653	Pnpla3
ENSMUSG00000018868	Pnpla5
ENSMUSG00000004565	Pnpla6
ENSMUSG00000036833	Pnpla7
ENSMUSG00000036257	Pnpla8
ENSMUSG00000018659	Pnpo
ENSMUSG00000020464	Pnpt1
ENSMUSG00000040128	Pnrc1
ENSMUSG00000028675	Pnrc2
ENSMUSG00000023345	Poc1a
ENSMUSG00000019952	Poc1b
ENSMUSG00000021671	Poc5
ENSMUSG00000028600	Podn
ENSMUSG00000012889	Podnl1
ENSMUSG00000025608	Podxl
ENSMUSG00000033152	Podxl2
ENSMUSG00000034607	Pof1b
ENSMUSG00000046020	Pofut1
ENSMUSG00000020260	Pofut2
ENSMUSG00000040596	Pogk
ENSMUSG00000034064	Poglut1
ENSMUSG00000038902	Pogz
ENSMUSG00000006678	Pola1
ENSMUSG00000024833	Pola2
ENSMUSG00000031536	Polb
ENSMUSG00000038644	Pold1
ENSMUSG00000020471	Pold2
ENSMUSG00000030726	Pold3
ENSMUSG00000024854	Pold4
ENSMUSG00000001100	Poldip2
ENSMUSG00000041815	Poldip3
ENSMUSG00000007080	Pole
ENSMUSG00000020974	Pole2
ENSMUSG00000028394	Pole3
ENSMUSG00000030042	Pole4
ENSMUSG00000039176	Polg
ENSMUSG00000020718	Polg2
ENSMUSG00000023953	Polh
ENSMUSG00000038425	Poli
ENSMUSG00000021668	Polk
ENSMUSG00000025218	Poll
ENSMUSG00000020474	Polm
ENSMUSG00000045102	Poln
ENSMUSG00000034206	Polq
ENSMUSG00000049553	Polr1a
ENSMUSG00000027395	Polr1b
ENSMUSG00000067148	Polr1c
ENSMUSG00000029642	Polr1d
ENSMUSG00000028318	Polr1e
ENSMUSG00000005198	Polr2a
ENSMUSG00000029250	Polr2b
ENSMUSG00000031783	Polr2c
ENSMUSG00000024258	Polr2d
ENSMUSG00000004667	Polr2e
ENSMUSG00000033020	Polr2f
ENSMUSG00000071662	Polr2g
ENSMUSG00000021018	Polr2h
ENSMUSG00000019738	Polr2i
ENSMUSG00000039771	Polr2j
ENSMUSG00000045996	Polr2k
ENSMUSG00000082981	Polr2k-ps
ENSMUSG00000038489	Polr2l
ENSMUSG00000032199	Polr2m
ENSMUSG00000025280	Polr3a
ENSMUSG00000034453	Polr3b
ENSMUSG00000028099	Polr3c
ENSMUSG00000000776	Polr3d
ENSMUSG00000030880	Polr3e
ENSMUSG00000027427	Polr3f
ENSMUSG00000035834	Polr3g
ENSMUSG00000028104	Polr3gl
ENSMUSG00000022476	Polr3h
ENSMUSG00000038628	Polr3k
ENSMUSG00000020329	Polrmt
ENSMUSG00000053293	Pom121
ENSMUSG00000084135	Pom121l12
ENSMUSG00000016982	Pom121l2
ENSMUSG00000020660	Pomc
ENSMUSG00000028700	Pomgnt1
ENSMUSG00000066235	Pomgnt2
ENSMUSG00000037251	Pomk
ENSMUSG00000029649	Pomp
ENSMUSG00000039254	Pomt1
ENSMUSG00000034126	Pomt2
ENSMUSG00000002588	Pon1
ENSMUSG00000032667	Pon2
ENSMUSG00000029759	Pon3
ENSMUSG00000022325	Pop1
ENSMUSG00000030423	Pop4
ENSMUSG00000060152	Pop5
ENSMUSG00000029715	Pop7
ENSMUSG00000022803	Popdc2
ENSMUSG00000019848	Popdc3
ENSMUSG00000005514	Por
ENSMUSG00000031169	Porcn
ENSMUSG00000027750	Postn
ENSMUSG00000029676	Pot1a
ENSMUSG00000024174	Pot1b
ENSMUSG00000063932	Poteg
ENSMUSG00000004842	Pou1f1
ENSMUSG00000032053	Pou2af1
ENSMUSG00000026565	Pou2f1
ENSMUSG00000008496	Pou2f2
ENSMUSG00000032015	Pou2f3
ENSMUSG00000083613	Pou2f3-rs1
ENSMUSG00000090125	Pou3f1
ENSMUSG00000095139	Pou3f2
ENSMUSG00000045515	Pou3f3
ENSMUSG00000056854	Pou3f4
ENSMUSG00000048349	Pou4f1
ENSMUSG00000031688	Pou4f2
ENSMUSG00000024497	Pou4f3
ENSMUSG00000024406	Pou5f1
ENSMUSG00000093668	Pou5f2
ENSMUSG00000009739	Pou6f1
ENSMUSG00000009734	Pou6f2
ENSMUSG00000044957	Pp2d1
ENSMUSG00000020089	Ppa1
ENSMUSG00000028013	Ppa2
ENSMUSG00000004100	Ppan
ENSMUSG00000022383	Ppara
ENSMUSG00000002250	Ppard
ENSMUSG00000000440	Pparg
ENSMUSG00000029167	Ppargc1a
ENSMUSG00000033871	Ppargc1b
ENSMUSG00000029246	Ppat
ENSMUSG00000029372	Ppbp
ENSMUSG00000063849	Ppcdc
ENSMUSG00000028636	Ppcs
ENSMUSG00000016344	Ppdpf
ENSMUSG00000062168	Ppef1
ENSMUSG00000029410	Ppef2
ENSMUSG00000037519	Ppfia1
ENSMUSG00000053825	Ppfia2
ENSMUSG00000003863	Ppfia3
ENSMUSG00000026458	Ppfia4
ENSMUSG00000016487	Ppfibp1
ENSMUSG00000036528	Ppfibp2
ENSMUSG00000036167	Pphln1
ENSMUSG00000071866	Ppia
ENSMUSG00000032383	Ppib
ENSMUSG00000024538	Ppic
ENSMUSG00000027804	Ppid
ENSMUSG00000028651	Ppie
ENSMUSG00000021868	Ppif
ENSMUSG00000042133	Ppig
ENSMUSG00000060288	Ppih
ENSMUSG00000024007	Ppil1
ENSMUSG00000022771	Ppil2
ENSMUSG00000026035	Ppil3
ENSMUSG00000015757	Ppil4
ENSMUSG00000078451	Ppil6
ENSMUSG00000033526	Ppip5k1
ENSMUSG00000040648	Ppip5k2
ENSMUSG00000039457	Ppl
ENSMUSG00000021096	Ppm1a
ENSMUSG00000061130	Ppm1b
ENSMUSG00000020525	Ppm1d
ENSMUSG00000046442	Ppm1e
ENSMUSG00000026181	Ppm1f
ENSMUSG00000029147	Ppm1g
ENSMUSG00000034613	Ppm1h
ENSMUSG00000002228	Ppm1j
ENSMUSG00000037826	Ppm1k
ENSMUSG00000027784	Ppm1l
ENSMUSG00000020253	Ppm1m
ENSMUSG00000030402	Ppm1n
ENSMUSG00000030718	Ppme1
ENSMUSG00000062729	Ppox
ENSMUSG00000040385	Ppp1ca
ENSMUSG00000014956	Ppp1cb
ENSMUSG00000004455	Ppp1cc
ENSMUSG00000039220	Ppp1r10
ENSMUSG00000036398	Ppp1r11
ENSMUSG00000019907	Ppp1r12a
ENSMUSG00000073557	Ppp1r12b
ENSMUSG00000019254	Ppp1r12c
ENSMUSG00000021285	Ppp1r13b
ENSMUSG00000040734	Ppp1r13l
ENSMUSG00000037166	Ppp1r14a
ENSMUSG00000056612	Ppp1r14b
ENSMUSG00000040653	Ppp1r14c
ENSMUSG00000027317	Ppp1r14d
ENSMUSG00000040435	Ppp1r15a
ENSMUSG00000046062	Ppp1r15b
ENSMUSG00000033819	Ppp1r16a
ENSMUSG00000037754	Ppp1r16b
ENSMUSG00000002930	Ppp1r17
ENSMUSG00000034595	Ppp1r18
ENSMUSG00000022490	Ppp1r1a
ENSMUSG00000061718	Ppp1r1b
ENSMUSG00000034683	Ppp1r1c
ENSMUSG00000047714	Ppp1r2
ENSMUSG00000094843	Ppp1r2-ps1
ENSMUSG00000099662	Ppp1r2-ps2
ENSMUSG00000058816	Ppp1r2-ps3
ENSMUSG00000059237	Ppp1r2-ps4
ENSMUSG00000095869	Ppp1r2-ps6
ENSMUSG00000052025	Ppp1r2-ps7
ENSMUSG00000045217	Ppp1r2-ps9
ENSMUSG00000034709	Ppp1r21
ENSMUSG00000035829	Ppp1r26
ENSMUSG00000025129	Ppp1r27
ENSMUSG00000035179	Ppp1r32
ENSMUSG00000029725	Ppp1r35
ENSMUSG00000052221	Ppp1r36
ENSMUSG00000051403	Ppp1r37
ENSMUSG00000042717	Ppp1r3a
ENSMUSG00000046794	Ppp1r3b
ENSMUSG00000067279	Ppp1r3c
ENSMUSG00000049999	Ppp1r3d
ENSMUSG00000072494	Ppp1r3e
ENSMUSG00000039556	Ppp1r3f
ENSMUSG00000050423	Ppp1r3g
ENSMUSG00000025916	Ppp1r42
ENSMUSG00000026275	Ppp1r7
ENSMUSG00000028882	Ppp1r8
ENSMUSG00000032827	Ppp1r9a
ENSMUSG00000038976	Ppp1r9b
ENSMUSG00000020349	Ppp2ca
ENSMUSG00000009630	Ppp2cb
ENSMUSG00000007564	Ppp2r1a
ENSMUSG00000032058	Ppp2r1b
ENSMUSG00000022052	Ppp2r2a
ENSMUSG00000024500	Ppp2r2b
ENSMUSG00000029120	Ppp2r2c
ENSMUSG00000041769	Ppp2r2d
ENSMUSG00000043154	Ppp2r3a
ENSMUSG00000021022	Ppp2r3c
ENSMUSG00000093803	Ppp2r3d
NA	Ppp2r4
ENSMUSG00000026626	Ppp2r5a
ENSMUSG00000024777	Ppp2r5b
ENSMUSG00000017843	Ppp2r5c
ENSMUSG00000059409	Ppp2r5d
ENSMUSG00000021051	Ppp2r5e
ENSMUSG00000028161	Ppp3ca
ENSMUSG00000021816	Ppp3cb
ENSMUSG00000022092	Ppp3cc
ENSMUSG00000033953	Ppp3r1
ENSMUSG00000028310	Ppp3r2
ENSMUSG00000030697	Ppp4c
ENSMUSG00000061950	Ppp4r1
ENSMUSG00000055897	Ppp4r1l-ps
ENSMUSG00000052144	Ppp4r2
ENSMUSG00000021209	Ppp4r4
ENSMUSG00000003099	Ppp5c
ENSMUSG00000026753	Ppp6c
ENSMUSG00000052296	Ppp6r1
ENSMUSG00000036561	Ppp6r2
ENSMUSG00000024908	Ppp6r3
ENSMUSG00000055491	Pprc1
ENSMUSG00000028657	Ppt1
ENSMUSG00000015474	Ppt2
ENSMUSG00000038582	Pptc7
ENSMUSG00000021713	Ppwd1
ENSMUSG00000017316	Ppy
ENSMUSG00000031157	Pqbp1
ENSMUSG00000034006	Pqlc1
ENSMUSG00000028744	Pqlc2
ENSMUSG00000045679	Pqlc3
ENSMUSG00000030008	Pradc1
ENSMUSG00000031149	Praf2
ENSMUSG00000032739	Pram1
ENSMUSG00000031411	Prame
ENSMUSG00000028591	Pramef12
ENSMUSG00000078509	Pramef17
ENSMUSG00000078511	Pramef25
ENSMUSG00000078512	Pramef6
ENSMUSG00000046862	Pramef8
ENSMUSG00000082071	Pramel
ENSMUSG00000041805	Pramel1
ENSMUSG00000067360	Pramel3
ENSMUSG00000073724	Pramel4
ENSMUSG00000036749	Pramel5
ENSMUSG00000025838	Pramel6
ENSMUSG00000025839	Pramel7
ENSMUSG00000025467	Prap1
ENSMUSG00000067543	Prb1
ENSMUSG00000108245	Prb3-ps
ENSMUSG00000038943	Prc1
ENSMUSG00000004895	Prcc
ENSMUSG00000061119	Prcp
ENSMUSG00000038151	Prdm1
ENSMUSG00000042496	Prdm10
ENSMUSG00000075028	Prdm11
ENSMUSG00000079466	Prdm12
ENSMUSG00000040478	Prdm13
ENSMUSG00000042414	Prdm14
ENSMUSG00000014039	Prdm15
ENSMUSG00000039410	Prdm16
ENSMUSG00000057637	Prdm2
ENSMUSG00000035529	Prdm4
ENSMUSG00000029913	Prdm5
ENSMUSG00000069378	Prdm6
ENSMUSG00000035456	Prdm8
ENSMUSG00000051977	Prdm9
ENSMUSG00000028691	Prdx1
ENSMUSG00000005161	Prdx2
ENSMUSG00000083998	Prdx2-rs3
ENSMUSG00000024997	Prdx3
ENSMUSG00000025289	Prdx4
ENSMUSG00000024953	Prdx5
ENSMUSG00000026701	Prdx6
ENSMUSG00000083737	Prdx6-ps2
ENSMUSG00000050114	Prdx6b
ENSMUSG00000045302	Preb
ENSMUSG00000021486	Prelid1
ENSMUSG00000056671	Prelid2
ENSMUSG00000041577	Prelp
ENSMUSG00000019849	Prep
ENSMUSG00000024127	Prepl
ENSMUSG00000039621	Prex1
ENSMUSG00000048960	Prex2
ENSMUSG00000037202	Prf1
ENSMUSG00000027073	Prg2
ENSMUSG00000027072	Prg3
ENSMUSG00000006014	Prg4
ENSMUSG00000059934	Prh1
ENSMUSG00000036158	Prickle1
ENSMUSG00000030020	Prickle2
ENSMUSG00000031145	Prickle3
ENSMUSG00000096549	Prickle4
ENSMUSG00000025395	Prim1
ENSMUSG00000026134	Prim2
ENSMUSG00000041669	Prima1
ENSMUSG00000038225	Primpol
ENSMUSG00000050697	Prkaa1
ENSMUSG00000028518	Prkaa2
ENSMUSG00000029513	Prkab1
ENSMUSG00000038205	Prkab2
ENSMUSG00000005469	Prkaca
ENSMUSG00000081845	Prkaca-ps1
ENSMUSG00000005034	Prkacb
ENSMUSG00000067713	Prkag1
ENSMUSG00000028944	Prkag2
ENSMUSG00000006542	Prkag3
ENSMUSG00000020612	Prkar1a
ENSMUSG00000025855	Prkar1b
ENSMUSG00000032601	Prkar2a
ENSMUSG00000002997	Prkar2b
ENSMUSG00000050965	Prkca
ENSMUSG00000052889	Prkcb
ENSMUSG00000021948	Prkcd
NA	Prkcdbp
ENSMUSG00000045038	Prkce
ENSMUSG00000078816	Prkcg
ENSMUSG00000021108	Prkch
ENSMUSG00000037643	Prkci
ENSMUSG00000026778	Prkcq
ENSMUSG00000003402	Prkcsh
ENSMUSG00000029053	Prkcz
ENSMUSG00000108314	Prkcz2
ENSMUSG00000002688	Prkd1
ENSMUSG00000041187	Prkd2
ENSMUSG00000024070	Prkd3
ENSMUSG00000022672	Prkdc
ENSMUSG00000052920	Prkg1
ENSMUSG00000029334	Prkg2
ENSMUSG00000002731	Prkra
ENSMUSG00000039737	Prkrip1
NA	Prkrir
ENSMUSG00000035725	Prkx
ENSMUSG00000021342	Prl
ENSMUSG00000022886	Prl2a1
ENSMUSG00000069258	Prl2b1
ENSMUSG00000062551	Prl2c1
ENSMUSG00000079092	Prl2c2
ENSMUSG00000056457	Prl2c3
ENSMUSG00000055360	Prl2c5
ENSMUSG00000038883	Prl3a1
ENSMUSG00000038891	Prl3b1
ENSMUSG00000017922	Prl3c1
ENSMUSG00000057170	Prl3d1
ENSMUSG00000062737	Prl3d2
ENSMUSG00000062201	Prl3d3
ENSMUSG00000005891	Prl4a1
ENSMUSG00000017064	Prl5a1
ENSMUSG00000069259	Prl6a1
ENSMUSG00000006488	Prl7a1
ENSMUSG00000046899	Prl7a2
ENSMUSG00000021347	Prl7b1
ENSMUSG00000060738	Prl7c1
ENSMUSG00000021348	Prl7d1
ENSMUSG00000019756	Prl8a1
ENSMUSG00000018259	Prl8a2
ENSMUSG00000021345	Prl8a6
ENSMUSG00000021346	Prl8a8
ENSMUSG00000006490	Prl8a9
ENSMUSG00000090550	Prlh
ENSMUSG00000045052	Prlhr
ENSMUSG00000005268	Prlr
ENSMUSG00000022501	Prm1
ENSMUSG00000038015	Prm2
ENSMUSG00000050058	Prm3
ENSMUSG00000109324	Prmt1
ENSMUSG00000020230	Prmt2
ENSMUSG00000030505	Prmt3
ENSMUSG00000023110	Prmt5
ENSMUSG00000049300	Prmt6
ENSMUSG00000060098	Prmt7
ENSMUSG00000030350	Prmt8
ENSMUSG00000037134	Prmt9
ENSMUSG00000098754	Prn
ENSMUSG00000027338	Prnd
ENSMUSG00000079037	Prnp
ENSMUSG00000073600	Prob1
ENSMUSG00000024386	Proc
ENSMUSG00000044122	Proca1
ENSMUSG00000027611	Procr
ENSMUSG00000003526	Prodh
ENSMUSG00000036892	Prodh2
ENSMUSG00000070368	Prok1
ENSMUSG00000030069	Prok2
ENSMUSG00000049409	Prokr1
ENSMUSG00000050558	Prokr2
ENSMUSG00000064156	Prol1
ENSMUSG00000029086	Prom1
ENSMUSG00000027376	Prom2
ENSMUSG00000044542	Prop1
ENSMUSG00000032673	Prorsd1
ENSMUSG00000022912	Pros1
NA	Prosc
ENSMUSG00000049504	Proser1
ENSMUSG00000045319	Proser2
ENSMUSG00000036864	Proser3
ENSMUSG00000010175	Prox1
ENSMUSG00000042320	Prox2
ENSMUSG00000031445	Proz
ENSMUSG00000058295	Prp2
ENSMUSG00000039449	Prpf18
ENSMUSG00000024735	Prpf19
ENSMUSG00000015748	Prpf3
ENSMUSG00000008373	Prpf31
ENSMUSG00000063800	Prpf38a
ENSMUSG00000027881	Prpf38b
ENSMUSG00000035597	Prpf39
ENSMUSG00000066148	Prpf4
ENSMUSG00000061136	Prpf40a
ENSMUSG00000023007	Prpf40b
ENSMUSG00000021413	Prpf4b
ENSMUSG00000002455	Prpf6
ENSMUSG00000020850	Prpf8
ENSMUSG00000023484	Prph
ENSMUSG00000023978	Prph2
ENSMUSG00000107874	Prpmp5
ENSMUSG00000031432	Prps1
ENSMUSG00000092305	Prps1l1
ENSMUSG00000079104	Prps1l3
ENSMUSG00000025742	Prps2
ENSMUSG00000015869	Prpsap1
ENSMUSG00000020528	Prpsap2
ENSMUSG00000020493	Prr11
ENSMUSG00000046574	Prr12
ENSMUSG00000023048	Prr13
ENSMUSG00000030822	Prr14
ENSMUSG00000054280	Prr14l
ENSMUSG00000045725	Prr15
ENSMUSG00000047040	Prr15l
ENSMUSG00000073565	Prr16
ENSMUSG00000055945	Prr18
ENSMUSG00000058741	Prr19
ENSMUSG00000090273	Prr22
ENSMUSG00000091080	Prr23a1
ENSMUSG00000063058	Prr23a2
ENSMUSG00000090470	Prr23a3
ENSMUSG00000002240	Prr27
ENSMUSG00000009210	Prr29
ENSMUSG00000038500	Prr3
ENSMUSG00000042888	Prr30
ENSMUSG00000037086	Prr32
ENSMUSG00000064125	Prr36
ENSMUSG00000036106	Prr5
ENSMUSG00000032841	Prr5l
ENSMUSG00000034686	Prr7
ENSMUSG00000056270	Prr9
ENSMUSG00000024594	Prrc1
ENSMUSG00000024393	Prrc2a
ENSMUSG00000039262	Prrc2b
ENSMUSG00000040225	Prrc2c
ENSMUSG00000047996	Prrg1
ENSMUSG00000007837	Prrg2
ENSMUSG00000033361	Prrg3
ENSMUSG00000027171	Prrg4
ENSMUSG00000015476	Prrt1
ENSMUSG00000045114	Prrt2
ENSMUSG00000045009	Prrt3
ENSMUSG00000079654	Prrt4
ENSMUSG00000026586	Prrx1
ENSMUSG00000039476	Prrx2
ENSMUSG00000041730	Prrxl1
ENSMUSG00000062751	Prss1
ENSMUSG00000027978	Prss12
ENSMUSG00000006179	Prss16
ENSMUSG00000057163	Prss2
ENSMUSG00000024116	Prss21
ENSMUSG00000045027	Prss22
ENSMUSG00000039405	Prss23
ENSMUSG00000050762	Prss27
ENSMUSG00000024171	Prss28
ENSMUSG00000034039	Prss29
ENSMUSG00000071519	Prss3
ENSMUSG00000024124	Prss30
ENSMUSG00000048992	Prss32
ENSMUSG00000049620	Prss33
ENSMUSG00000056399	Prss34
ENSMUSG00000033491	Prss35
ENSMUSG00000070371	Prss36
ENSMUSG00000029909	Prss37
ENSMUSG00000049291	Prss38
ENSMUSG00000026125	Prss39
ENSMUSG00000037529	Prss40
ENSMUSG00000024114	Prss41
ENSMUSG00000044664	Prss42
ENSMUSG00000058398	Prss43
ENSMUSG00000032493	Prss44
ENSMUSG00000047257	Prss45
ENSMUSG00000049719	Prss46
ENSMUSG00000090658	Prss47
ENSMUSG00000049013	Prss48
ENSMUSG00000048752	Prss50
ENSMUSG00000052099	Prss51
ENSMUSG00000021966	Prss52
ENSMUSG00000044139	Prss53
ENSMUSG00000048400	Prss54
ENSMUSG00000034623	Prss55
ENSMUSG00000036480	Prss56
ENSMUSG00000020323	Prss57
ENSMUSG00000051936	Prss58
ENSMUSG00000030800	Prss8
ENSMUSG00000036030	Prtg
ENSMUSG00000057729	Prtn3
NA	Prune
ENSMUSG00000039126	Prune2
ENSMUSG00000053198	Prx
ENSMUSG00000004207	Psap
ENSMUSG00000043430	Psapl1
ENSMUSG00000024640	Psat1
ENSMUSG00000022598	Psca
ENSMUSG00000037126	Psd
ENSMUSG00000024347	Psd2
ENSMUSG00000030465	Psd3
ENSMUSG00000026979	Psd4
ENSMUSG00000019969	Psen1
ENSMUSG00000010609	Psen2
ENSMUSG00000036835	Psenen
ENSMUSG00000108558	Psg-ps1
ENSMUSG00000066760	Psg16
ENSMUSG00000004540	Psg17
ENSMUSG00000003505	Psg18
ENSMUSG00000004542	Psg19
ENSMUSG00000063305	Psg20
ENSMUSG00000070796	Psg21
ENSMUSG00000044903	Psg22
ENSMUSG00000074359	Psg23
ENSMUSG00000070798	Psg25
ENSMUSG00000070799	Psg26
ENSMUSG00000070797	Psg27
ENSMUSG00000030373	Psg28
ENSMUSG00000023159	Psg29
ENSMUSG00000028484	Psip1
ENSMUSG00000048310	Pskh1
ENSMUSG00000030751	Psma1
