cell_name,frxn_cell.type_Path1.Term,frxn_cell.type_Path2.Term,frxn_cell.type_Path3.Term,Lagrangian,Error
Cell3022,0.367601726318458,0.325302329733785,0.307095943947756,1127.72633526406,3610.99403326313
Cell3072,0.396522620293105,0.30062612264773,0.302851257059165,1438.73808529331,4073.69460938615
Cell3187,0.355675075361724,0.335634264800797,0.308690659837479,1509.1342690194,4105.18703992261
Cell3203,0.373416231938948,0.311481797113069,0.315101970947983,1128.41122148885,3676.44827185001
Cell3211,0.401360783008972,0.283642701910449,0.314996515080579,1209.00039993398,3824.79642480429
Cell3237,0.00170121219008802,0.932171090455796,0.0661276973541158,1488.5881714551,3584.30346552825
Cell3244,0.376163636105525,0.339190776922324,0.284645586972151,1177.29421076784,3790.15478720256
Cell3249,0.986223623993965,0,0.0137763760060348,1413.9700858909,3340.3173422265
Cell3251,0.367952637255068,0.343013051360601,0.289034311384331,1526.3915973624,4019.83032994585
Cell3316,0.0178396492625065,0,0.982160350737494,1732.15641046885,3778.51095799634
Cell3320,0.364588472135269,0.363819228264914,0.271592299599817,1232.67857617071,3880.29594447299
Cell3366,0.0367065773222499,0.0422741286909914,0.921019293986759,1754.17266339584,3803.62845099232
Cell3370,0.365513215506879,0.310440552394554,0.324046232098568,1068.17544815207,3590.43197816048
Cell3410,0.0303280539730167,0,0.969671946026983,1296.90502451976,3374.935007851
Cell3453,0.00507751276389262,0.0197349326121711,0.975187554623936,1362.597230318,3453.73071210792
Cell3509,0.364489896493414,0.316808930467418,0.318701173039168,1613.34391464162,4102.12556947163
Cell3549,0.00898367228585113,0,0.991016327714149,1319.97121231764,3203.13793376239
Cell3565,0.0511824681390662,0.00264604024736724,0.946171491613567,1627.62128583861,3723.12984946171
Cell3629,0.987619275396979,0,0.0123807246030205,1452.5740602402,3339.06874312673
Cell3664,0.354201849246371,0.353518869332852,0.292279281420777,1258.64795128033,3732.32616561782
Cell3692,0.346208590476567,0.351404288123866,0.302387121399567,936.886353013284,3478.42335853174
Cell3747,0.000633909441597798,0.0387003712361938,0.960665719322208,1335.33485000363,3296.9479226088
Cell3828,0.345093133709372,0.326710894598687,0.328195971691941,1288.19915230438,3808.21855623
Cell3886,0.359086738014789,0.285352579537821,0.35556068244739,1487.25867151231,4097.54772743364
Cell3889,0.337551362667575,0.340466361298689,0.321982276033736,1045.93241310867,3663.66021852112
Cell3927,0.372813219949231,0.338952090025437,0.288234690025332,1521.86685627931,4112.84058091138
Cell3947,0.0390035554759719,0.0375760316581805,0.923420412865848,1474.23422110065,3477.28914114023
Cell4041,0.347371635294559,0.340952532532341,0.3116758321731,1052.48847941518,3591.0577399424
Cell4049,0.0398949028203794,0.923042470543784,0.0370626266358369,1933.76378346457,3939.10673518788
Cell4055,0.315123315244238,0.38471925699942,0.300157427756341,1193.95569071106,3692.17397349824
Cell4071,0.0486905981399298,0.914110480621637,0.0371989212384333,1346.51548499416,3323.44246557459
Cell4080,0.0129737226036676,0.0393661755664507,0.947660101829882,1429.6142964107,3383.18374844695
Cell4099,0.379779470212892,0.320118092086868,0.30010243770024,1356.01565884484,3819.23799446991
Cell4191,0.0329716781464248,0.967028321853575,0,1299.315292398,3275.76760935514
Cell4207,0.339703801955822,0.34260753352305,0.317688664521129,1273.91623085332,3767.34675571108
Cell4211,0.357765870349334,0.313626960911222,0.328607168739443,1322.97270338653,3949.16877007962
Cell4221,0.359344660666706,0.321218763001951,0.319436576331343,1714.81166852591,4329.25201045915
Cell4237,0.00656622812418953,0.965267389367688,0.0281663825081231,1465.42100590182,3518.11487987996
Cell4240,0.362345882438106,0.324457990395714,0.31319612716618,1581.96287825762,4117.15718251292
Cell4242,0.362718207177401,0.322236895534069,0.31504489728853,1326.49356810349,3886.53413812794
Cell4318,0,0.94310005383016,0.0568999461698395,1181.03619698731,3087.61792501389
Cell4349,0.348825283850856,0.350344473670322,0.300830242478822,1325.43353698974,3948.39047762901
Cell4363,0.0426242800160025,0.955881971236123,0.00149374874787438,1679.96001934124,3624.46592616464
Cell4367,0.97050474278254,-1.86217502816884e-18,0.0294952572174598,1329.99409065039,3325.82622404377
Cell4383,0.354967285818491,0.392273140458001,0.252759573723508,1328.02024831116,3984.23267847249
Cell4413,0.309901456837019,0.387566102513471,0.30253244064951,1613.13220628949,4277.63294857319
Cell4420,0.334561976667407,0.321599803390342,0.343838219942252,1351.9296673366,3931.17296088279
Cell4452,0.345387047460876,0.349226370877598,0.305386581661527,1354.92870140559,3877.83934427603
Cell4465,0.351230004730326,0.351564022807567,0.297205972462107,1436.73869262474,3916.17306156395
Cell4542,0.366333575755401,0.328116838259202,0.305549585985397,1188.33551130182,3742.11297651865
Cell4549,0.36784039713917,0.35998567863142,0.27217392422941,1765.53055538316,4358.41198589938
Cell4595,0.34106352114567,0.351226937367319,0.307709541487011,1009.01074455906,3532.21807203317
Cell4674,0.326273885799778,0.357309520738197,0.316416593462025,1439.42521710297,4060.06967938009
Cell4680,0.349281515071373,0.324923413961708,0.325795070966919,1057.71372297891,3608.99066868966
Cell4732,0.360566808622127,0.315284657343002,0.32414853403487,1726.84446850924,4302.65886876918
Cell4748,0.356417786749323,0.354754581964711,0.288827631285966,1502.58346061934,4051.63131815985
Cell4809,0.330614032919317,0.391227730535121,0.278158236545562,911.869791431534,3510.87234159525
Cell4855,0.0168230420677628,0.948408367141464,0.034768590790773,1303.45767470213,3288.8096607595
Cell4895,0.34959105392241,0.357618492996313,0.292790453081277,803.284624382234,3337.68031761036
Cell4908,0.342693024774193,0.343579075428662,0.313727899797145,1276.87922382849,3878.18265072703
Cell4932,0.0291877785710595,0,0.97081222142894,1436.42058316031,3367.75203638464
Cell4935,0.357839591260259,0.312025667775081,0.330134740964659,1241.83813733068,3865.52410379709
Cell4963,0.0153943766490006,0.0227552361508837,0.961850387200116,1691.5023215327,3700.15572349509
Cell4988,0.371718377336573,0.345690061044344,0.282591561619083,1586.65549236027,4100.40854662258
Cell5017,0.36442152537111,0.329167925472168,0.306410549156721,1649.43629919328,4187.86974880149
Cell5036,0.045048522996919,0.904481461594811,0.0504700154082705,1383.77253013908,3390.46409278144
Cell5065,0.04391230451388,0.941886510314827,0.0142011851712927,1317.43082436923,3343.51606665242
Cell5171,0.352883748871757,0.341746403726573,0.30536984740167,1169.51891510699,3714.31595645735
Cell5215,0.022734335191692,0.919656464276407,0.0576092005319011,1089.27112336808,3116.97593044438
Cell5226,0.34783745575863,0.394335749097949,0.257826795143421,1347.26446687258,3971.40077728007
Cell5257,0,0.0143716440939775,0.985628355906022,1615.99905398161,3522.18773671353
Cell5276,0.339756433943929,0.322522853805486,0.337720712250584,1498.25596218097,4014.35037604763
Cell5283,0.388844914807409,0.352402531029687,0.258752554162904,1668.23005098704,4211.2587302369
Cell5312,0.0685538159826043,0.931446184017396,0,1328.57995219205,3338.22674099782
Cell5317,0.362650441380004,0.328457233448378,0.308892325171618,1322.23009940803,3913.89246701955
Cell5343,0.337094952892369,0.384261410732266,0.278643636375365,1721.09521046777,4224.48646689282
Cell5354,0.359658425317718,0.315275629409475,0.325065945272807,1259.84015290255,3800.25832647089
Cell5358,0.361442802796531,0.32722801589387,0.3113291813096,1211.03077716473,3770.4683832437
Cell5412,0.328841584249931,0.347804127990982,0.323354287759088,1094.33331618447,3567.32535592249
Cell5432,0.367968345706736,0.329868415695774,0.302163238597489,1376.97859550096,3987.88218498114
Cell5455,0.34588513554206,0.356809821638256,0.297305042819684,1325.30360943667,3880.29705912554
Cell5666,0.35068751335078,0.345765578388075,0.303546908261145,1186.35024087156,3707.66491737151
Cell5677,0.0227954605200953,0,0.977204539479905,880.954269188021,2651.86754394027
Cell5727,0.348674986416909,0.344097939429971,0.307227074153121,1485.66764462671,3949.9629820464
Cell5732,0.371703160993136,0.336344950913842,0.291951888093022,1307.02972316184,3801.32336074086
Cell5783,0.412061570286528,0.29492730756659,0.293011122146883,1246.20727448101,3816.68834001968
Cell5912,0.352400145253183,0.309342731458302,0.338257123288514,1323.93886438426,3879.52643807481
Cell29,0.392343590253114,0.279728801830437,0.327927607916449,478.994224948627,3124.1339931985
Cell42,0.335086728811875,0.355007196192415,0.30990607499571,1227.29389491854,3835.39187232378
Cell47,0.35074469816025,0.365701537289422,0.283553764550328,567.697487280649,3149.86074961992
Cell50,0.396829580397765,0.296414233244799,0.306756186357435,901.73515236825,3608.41674238839
Cell70,0.341491717835425,0.348810623682009,0.309697658482566,827.246726514442,3507.53337768904
Cell71,0.359916247935727,0.364849111668354,0.275234640395919,1047.02377083514,3778.38111735713
Cell87,0.472828488261725,0.252209666891391,0.274961844846885,1010.47016285559,3614.17746482337
Cell107,0.37660087852596,0.309549623076578,0.313849498397461,705.124235965273,3461.37395168604
Cell126,0.371496838726144,0.323379017345551,0.305124143928305,638.703415046394,3266.2151134814
Cell134,0.368868868223648,0.365842856748744,0.265288275027609,1329.11187917029,4017.90623299772
Cell302,0.378298578717378,0.332523259503042,0.28917816177958,1055.81305834506,3693.41769190762
Cell331,0.387642879188961,0.331748679264305,0.280608441546734,711.98405742063,3338.74121007831
Cell333,0.398802963758859,0.326931617111529,0.274265419129613,504.801975711814,3117.54359411208
Cell341,0.332015228806811,0.369011267845533,0.298973503347655,826.470449544472,3545.96775953045
Cell348,0.349673632326635,0.334751330389796,0.315575037283569,1267.14057398379,4000.45969573027
Cell352,0.438887714043272,0.292323945561861,0.268788340394867,731.845138094583,3338.54470058255
Cell357,0.360415745027956,0.338401648918996,0.301182606053048,568.334404409073,3192.36747966203
Cell393,0.365408481799255,0.321361854541129,0.313229663659617,970.705650848456,3554.02385744535
Cell400,0.411860138264195,0.291683501081045,0.296456360654759,1090.63844351861,3833.20447096162
Cell427,0.350700069475851,0.299170320147338,0.350129610376811,727.847270938478,3396.65710660919
Cell451,0.430067679544763,0.284941344999543,0.284990975455694,797.010509122331,3441.2763490236
Cell460,0.333464990294315,0.358189348959546,0.308345660746139,659.168295387774,3314.78727098399
Cell480,0.349875359126272,0.340005379142937,0.310119261730791,716.003351813696,3308.19380496676
Cell499,0.453033496407294,0.262164102730342,0.284802400862364,812.474940809083,3460.44751405555
Cell529,0.359664054307853,0.303404731051785,0.336931214640362,1035.37991297899,3692.65889697478
Cell530,0.383485983683647,0.32305411359375,0.293459902722603,1004.50953376336,3629.33221892211
Cell531,0.36131810763235,0.324563651452901,0.314118240914749,1417.45592527526,4073.41145085425
Cell534,0.424064400336269,0.275145398221996,0.300790201441735,994.726008156656,3637.74621180183
Cell579,0.339855201412871,0.33113382875456,0.329010969832568,942.925917921017,3590.61888218618
Cell580,0.363363604590218,0.34552834543456,0.291108049975222,472.889421076046,3090.25197976571
Cell585,0.306855076330011,0.398119909664199,0.29502501400579,654.452673906346,3268.56951144116
Cell590,0.412309055591922,0.275076845586534,0.312614098821544,649.46201689025,3327.58966581883
Cell608,0.3598955070478,0.348511111219202,0.291593381732998,1098.90319419077,3769.30095684297
Cell662,0.419186174712689,0.280387818929818,0.300426006357494,1203.3748561394,3851.64404447063
Cell715,0.431038063636646,0.266616019191229,0.302345917172125,830.99788223243,3498.37920595974
Cell742,0.328049945166,0.362887526914655,0.309062527919345,565.789305249499,3248.09133416535
Cell766,0.36113432811412,0.339293245508478,0.299572426377402,919.826103519874,3584.49438990125
Cell793,0.441020479345425,0.272397334383594,0.286582186270981,1300.19996157311,4038.01745731133
Cell795,0.41384473736341,0.285147360178036,0.301007902458554,1249.00618525504,3924.31790512774
Cell804,0.365726480826472,0.338350969705653,0.295922549467875,635.788308803158,3232.18918044468
Cell809,0.347474444929716,0.398174982877852,0.254350572192433,1206.5168376796,3938.87976384617
Cell828,0.381506531849681,0.344809787286738,0.273683680863581,831.668775077454,3324.71205224791
Cell862,0.352359653832449,0.33523146329642,0.312408882871131,754.458128564153,3418.84933308213
Cell867,0.454591394799177,0.274623304807401,0.270785300393422,1112.03016081077,3765.87431962323
Cell868,0.39218663143847,0.326876356921931,0.280937011639599,589.37817126707,3240.33865940112
Cell888,0.355084650586458,0.328918108812144,0.315997240601398,465.263991725339,3087.05950352337
Cell904,0.333252463764709,0.336839720084989,0.329907816150302,533.918794732599,3131.01477646999
Cell905,0.342033349280953,0.340523984901324,0.317442665817723,1117.80771833797,3744.67819302401
Cell930,0.358234836165225,0.353278367910947,0.288486795923828,799.645621664674,3399.17313841313
Cell936,0.363888099589005,0.303246736116757,0.332865164294238,632.705185473802,3196.00321756362
Cell951,0.449051025735758,0.281040352360972,0.26990862190327,1215.40566846231,3855.60739845731
Cell952,0.387948189710539,0.30688776226002,0.305164048029442,1258.34703082859,4014.31970279093
Cell969,0.350055943599023,0.357341235565196,0.292602820835781,841.074851706494,3594.88356988215
Cell990,0.330128863600238,0.326907568928283,0.342963567471479,1154.19369262641,3826.26751275965
Cell1000,0.443889400719102,0.272184674456859,0.283925924824039,951.610429102002,3491.51778736607
Cell1017,0.401567434016364,0.291837875273604,0.306594690710032,886.350205933289,3462.40009655532
Cell1065,0.322515549369493,0.391139121203483,0.286345329427023,560.949210413884,3206.88341404229
Cell1071,0.387864381206338,0.320942130706851,0.291193488086811,772.18116688264,3534.70565721556
Cell1090,0.395717225162754,0.326831415492762,0.277451359344484,1009.33098864959,3607.45619577184
Cell1095,0.370345786179004,0.341199805607714,0.288454408213282,1005.58417648628,3642.56305251368
Cell1104,0.447043108955328,0.271316491828745,0.281640399215928,807.839703744688,3500.27198951393
Cell1105,0.337977432658781,0.388542966489072,0.273479600852148,776.437048486401,3465.14602161191
Cell1145,0.382575170971854,0.295515116418682,0.321909712609464,553.672151650271,3194.67157734601
Cell1156,0.328463639141378,0.389475504829688,0.282060856028934,434.276724437697,2928.92467838213
Cell1231,0.330174585302689,0.376028503595857,0.293796911101454,827.292045084003,3482.46176490904
Cell1269,0.418987232061825,0.286550318622988,0.294462449315186,659.53771520375,3439.17434799189
Cell1280,0.362963398578542,0.321463728126205,0.315572873295253,793.75779954428,3390.49527646993
Cell1315,0.351188524084704,0.327503244329014,0.321308231586282,654.696215048295,3237.39152606136
Cell1348,0.39542588842176,0.342231377220702,0.262342734357537,1716.84253294528,4369.09694862957
Cell1349,0.348810399001892,0.3867408534432,0.264448747554908,802.967018920631,3531.03550990056
Cell1356,0.321435161107889,0.409505429340426,0.269059409551685,1110.01220439004,3779.07892071389
Cell1468,0.366434210940034,0.311605687290033,0.321960101769933,588.043484820295,3167.44212222561
Cell1508,0.387215854041826,0.31811869408852,0.294665451869654,631.142854689444,3258.90286949016
Cell1553,0.422443616818737,0.274381395320911,0.303174987860351,917.220754931462,3659.11183782938
Cell1560,0.429893568647357,0.282921798805515,0.287184632547128,719.70621572296,3390.09310725358
Cell1593,0.402947842496237,0.31300447398626,0.284047683517503,572.267603863025,3196.60865008049
Cell1601,0.321368158424851,0.389905220942158,0.288726620632991,1089.2470941201,3692.14150982267
Cell1617,0.435812198161883,0.299284712053254,0.264903089784863,509.769609181803,3092.64814551205
Cell1641,0.367011002329779,0.300773755184155,0.332215242486066,1223.62813221098,3829.92171698688
Cell1655,0.362078109675362,0.314906649704359,0.323015240620279,1220.43574715007,3951.9255154112
Cell1662,0.342615384798706,0.331342996182995,0.326041619018299,481.626776339911,3006.39673449864
Cell1686,0.337522084404667,0.392107346160127,0.270370569435206,636.122359979541,3442.70297390062
Cell1690,0.408482955770101,0.319521892847333,0.271995151382566,1000.01603286571,3584.84099762802
Cell1711,0.349957553764846,0.368415783146422,0.281626663088732,814.95513669262,3443.84612355303
Cell1726,0.401954653243242,0.283036876503757,0.315008470253001,867.603597582723,3501.83801258614
Cell1727,0.401467529935726,0.312184290774333,0.286348179289941,858.23897217561,3450.72470479593
Cell1733,0.341897134404487,0.337308981264563,0.32079388433095,1122.34828028231,3887.53830829416
Cell1777,0.432357506098627,0.290944847158849,0.276697646742524,605.124506404718,3234.61842173323
Cell1782,0.331036125848593,0.356538530945465,0.312425343205942,852.059194773123,3473.54139183531
Cell1789,0.339576529375932,0.340740610145116,0.319682860478952,536.255801269258,3288.19224456736
Cell1803,0.408623887420891,0.278854309782498,0.312521802796611,837.388327350909,3540.04363180366
Cell1819,0.40613766385315,0.303255158615968,0.290607177530881,1122.35019311267,3814.72336263693
Cell1876,0.370078534270427,0.344642959965845,0.285278505763728,635.168406140104,3221.06246572536
Cell1890,0.332984407248928,0.36403235500473,0.302983237746342,858.481085399177,3509.69665955165
Cell1909,0.434965675165849,0.269840065806872,0.29519425902728,965.72375230668,3572.303231691
Cell1929,0.395440952817366,0.335207515924145,0.269351531258489,818.097209747247,3382.66193446415
Cell1975,0.324995497990385,0.376811864233523,0.298192637776093,807.127414859552,3467.93075605975
Cell2004,0.38704896077817,0.311461718630527,0.301489320591302,597.954379909741,3249.06801956564
Cell2012,0.375372257969986,0.33282464318937,0.291803098840643,766.222499529727,3436.06084275451
Cell2031,0.380172343320237,0.32134885917075,0.298478797509013,926.787807760409,3482.73843639491
Cell2034,0.343214870204038,0.324623246495173,0.332161883300789,1039.63185722096,3775.136856131
Cell2042,0.354487879433485,0.39731526437478,0.248196856191734,412.603956314835,3072.46874347568
Cell2062,0.388622284168298,0.333884404960055,0.277493310871647,863.658717784097,3456.56274005252
Cell2070,0.326148346113756,0.324005317500296,0.349846336385947,874.246513426568,3544.77865848852
Cell2074,0.365002173709989,0.306919581650771,0.328078244639241,1022.77826442123,3694.47311491359
Cell2083,0.444756114756019,0.282375296313488,0.272868588930492,809.779807273024,3412.98908127924
Cell2087,0.377287041993434,0.320023851590314,0.302689106416253,750.570656409365,3390.76568958895
Cell2128,0.388588427805837,0.26936419377219,0.342047378421972,735.156349615565,3405.72454322856
Cell2159,0.376640078763613,0.298531295499301,0.324828625737086,770.287040807953,3449.00503585454
Cell2194,0.358271387783216,0.343164597928188,0.298564014288596,541.430357588307,3180.28947382575
Cell2251,0.363515996353725,0.358077904869814,0.278406098776462,415.618009048039,3089.6416942337
Cell2266,0.440123980909849,0.288231742841023,0.271644276249128,321.078020597036,2869.68041903881
Cell2271,0.378440593030193,0.290525746691833,0.331033660277974,851.702074430775,3556.38117507071
Cell2288,0.316992260613973,0.362315702853456,0.320692036532571,748.980052785717,3340.44990167454
Cell2290,0.3753533930876,0.319722838949639,0.304923767962761,1299.84859819648,3992.64107182959
Cell2337,0.358748613589811,0.322789047346389,0.3184623390638,819.01699808046,3543.92008604855
Cell2350,0.38293392344246,0.320444677682771,0.296621398874769,1471.09104629261,4113.93187668963
Cell2363,0.413415131272092,0.29193340021833,0.294651468509578,796.947117905533,3558.88006533436
Cell2367,0.398441835206641,0.307051635685416,0.294506529107944,971.506869392901,3585.77075310081
Cell2394,0.347514138159977,0.368877769391322,0.283608092448702,514.478579241284,3061.35816135792
Cell2410,0.346709825317858,0.324887809641617,0.328402365040526,648.12480440782,3208.54196898564
Cell2417,0.335055197545474,0.381189347615491,0.283755454839035,933.188294122646,3740.57769657468
Cell2441,0.363629721550892,0.369615568886616,0.266754709562492,571.277932080682,3178.22003290925
Cell2541,0.392917320210677,0.290697301393543,0.316385378395781,837.676048327529,3468.93940231531
Cell2546,0.387148366327543,0.32586381148355,0.286987822188907,333.159633072045,2906.66303071039
Cell2597,0.394526757194857,0.298953857050119,0.306519385755024,626.021333178512,3217.51073954509
Cell2611,0.386334719496131,0.299206417414119,0.314458863089751,1074.6330122083,3718.83914900535
Cell2623,0.424533787136738,0.263365924980345,0.312100287882917,818.324217129635,3493.80017220654
Cell2625,0.45471339266051,0.270330945132852,0.274955662206638,888.52727194569,3459.97423972511
Cell2627,0.312355029099846,0.37066787424592,0.316977096654235,799.131721284596,3439.26840669594
Cell2645,0.376765623613149,0.309456102141685,0.313778274245165,1092.26479852633,3732.03773989785
Cell2664,0.419624668823749,0.283666929552237,0.296708401624013,929.523554305666,3680.48387918015
Cell2665,0.43041677012553,0.288231047383568,0.281352182490903,906.12050863183,3483.31764462664
Cell2697,0.396169784090027,0.306229944008854,0.297600271901119,930.817759449992,3616.17885272176
Cell2711,0.411264526815026,0.3052665680265,0.283468905158474,765.882694954062,3477.23341506816
Cell2714,0.359043083671888,0.367257284228966,0.273699632099146,757.997868399819,3476.54341771399
Cell2774,0.385142656043269,0.327555841189182,0.287301502767549,797.085474291592,3504.69244824512
Cell2782,0.360096582449026,0.311833295898752,0.328070121652222,826.405774402693,3538.42120582522
Cell2784,0.381134231618382,0.299273101784305,0.319592666597313,832.335452002638,3412.15482679141
Cell2787,0.421707152022523,0.300352707704916,0.277940140272561,1056.33283270405,3705.29003647286
Cell2806,0.341839298238145,0.339777363273211,0.318383338488644,784.421858486434,3412.83180334865
Cell2820,0.403294109027616,0.293511221100608,0.303194669871776,724.824480737408,3359.43444304057
Cell2826,0.341207060829492,0.391283918184158,0.26750902098635,575.21917623255,3179.70963447904
Cell2860,0.391444599517676,0.3262868282809,0.282268572201425,1175.40788271734,3844.67212868059
Cell2870,0.42976378426742,0.276062562913176,0.294173652819404,1269.59215678426,4036.06511963889
Cell2930,0.337159045212475,0.370248961000406,0.292591993787119,744.263968614485,3334.19304047255
Cell2948,0.403077223938169,0.291028012641289,0.305894763420542,831.811806655871,3342.14890506782
