cell_name,frxn_cell.type_BEC_DDC,frxn_cell.type_BEC_normal,frxn_cell.type_Dendritic cell.Fetal_liver,frxn_cell.type_Erythroblast_Hbb_bs high.Embryonic_Mesenchyme,frxn_cell.type_Erythroblast_Klf1 high.Fetal_liver,frxn_cell.type_Erythroid Cell.Embryonic_Mesenchyme,frxn_cell.type_Ganglion cell_Mapt high.Embryonic_Mesenchyme,frxn_cell.type_Hepatocyte_DDC,frxn_cell.type_Hepatocyte_normal,frxn_cell.type_Macrophage.Embryonic_Mesenchyme,frxn_cell.type_MEF.Trophoblast_Stem_Cell,frxn_cell.type_Muscle.Embryonic_Mesenchyme,frxn_cell.type_Neuron_Igfbpl1 high.Embryonic_Mesenchyme,frxn_cell.type_Neutrophil_Elane high.Fetal_liver,frxn_cell.type_Stem and progenitor cell.Fetal_liver,frxn_cell.type_Stromal Cell_Agtr2 high.Embryonic_Mesenchyme,frxn_cell.type_Stromal Cell_Cnmd high.Embryonic_Mesenchyme,frxn_cell.type_Stromal cell_Cxcl12 high.Embryonic_Mesenchyme,frxn_cell.type_Stromal Cell_Cxcl14 high.Embryonic_Mesenchyme,frxn_cell.type_Stromal Cell_fabp7 high.Embryonic_Mesenchyme,Lagrangian,Error
Cell_1082,-2.15030473217207e-19,-7.31863881795418e-18,-5.47862919518432e-18,0,-4.1584930141309e-18,-2.79346107626999e-18,-3.09979815457936e-17,-5.1741087330278e-18,-8.52497771470501e-19,-2.68930457512831e-17,0.019914422108296,0.455532741077265,0.464640282701305,1.03169516879888e-17,-2.27528509240684e-18,-4.94792205334699e-17,2.13264225659777e-17,6.39094832787869e-18,8.22209000113894e-18,-1.86331916026644e-18,0,927.8072642489
Cell_1083,-1.06829175241435e-21,3.56847069210479e-19,2.90986204774559e-17,0.0110445033414925,4.2994737239877e-17,0.0870569808129548,2.97836666654021e-17,-3.4066088703936e-18,-1.01880840377356e-18,-7.73012052535828e-18,8.67361737988404e-19,0.0548304419203934,0.532286260701697,-3.03420202449312e-17,3.60293345128885e-17,-7.46501424979821e-18,0.0849224386017419,0.00267286421259949,0.027025103629909,0.0251210099910194,0,1039.62269075685
Cell_1084,7.31022539960979e-20,2.87261914071901e-20,-1.48220187670311e-18,5.75957192917643e-18,-4.6338973760568e-17,0,0.118873151631547,2.1027426637736e-17,-1.97818744438215e-18,9.65806352949444e-18,-7.38780075758584e-17,-9.43941454653497e-18,0.726260730186204,4.05117707282072e-19,5.2280229699871e-17,7.76546999762661e-18,1.71878767246414e-17,2.53038770495822e-18,-5.01802813089073e-17,5.19349026531669e-18,0,1016.61340578141
Cell_1085,-2.47519126488449e-18,-1.54952514328491e-18,0.0427228977640926,-3.07404390686548e-18,1.44109169541351e-17,7.64476642824677e-18,0.0512507732709692,5.33436242143187e-18,-1.48763410347785e-19,-1.73233285959404e-17,-4.65350457926189e-18,0.377301055872591,0.31419876918712,-7.44909397163626e-18,-1.89112979338704e-19,8.47701996436856e-18,0.0351230098744296,1.46386582255681e-17,0,9.76925829957445e-18,0,1022.30569395124
Cell_1086,1.29726211977954e-18,-7.05847860440941e-18,1.98884502363017e-17,0.0666129125054971,-9.07160478327289e-18,-2.5614037345089e-18,-9.54512549123475e-18,-1.8498212333778e-18,1.17513945221633e-17,0.0197632767162711,-7.43844139340116e-19,0.172706474977944,0.479678051777369,0.0364762792171621,5.94286700448026e-17,6.90006425978671e-17,1.73472347597681e-18,-4.00473441635807e-17,2.0754964015496e-17,0.0564511414096756,0,1039.76905323611
Cell_1087,0,5.29470435197622e-18,7.21342959999165e-18,-7.0930598990659e-18,-1.02772667699351e-17,0.110246204790392,2.74162979143975e-17,7.93213499145747e-18,0.00815337321746556,0.410479124766832,0.0401380800177229,2.00929669369978e-18,0.302226149652779,1.18225972859619e-17,-3.61860230227091e-17,1.17158089996713e-17,8.74830036586435e-18,4.98250983998074e-17,-1.88249719375022e-17,1.02062907481541e-17,0,1006.36230304551
Cell_1088,-5.43160239857192e-18,-2.13905824695037e-19,2.05877757433274e-17,0.0229327691404416,9.07432218577322e-17,0,-6.36424931975512e-17,-7.86913198256215e-18,-3.00057322484029e-17,5.25976300471632e-20,0.0286348680617972,0.0373326630409574,0.434326614068299,-1.70262638065561e-18,-5.71651068452298e-17,-2.21991423072463e-19,0.188982703185426,0.0767445106406844,-2.38012749374151e-17,-9.4881709588771e-17,0,1032.04503482377
Cell_1089,-1.4337114548214e-17,-3.70872068158185e-18,1.2534709954153e-17,-2.53278560745534e-18,6.01214619956023e-17,0.108494688053438,-1.18754525397847e-17,-1.08512366836853e-17,2.03298775899323e-18,0.0133765600769794,-7.52454103498835e-18,0.173427043042896,0.465042031459645,-6.11906415287775e-17,3.64231062249542e-17,-2.02246337941402e-17,0.00973016084423274,-1.67268741815387e-18,-1.01429508500981e-16,-1.73472347597681e-18,0,1026.23126343196
Cell_1090,0.0172367645007353,-7.82069591177957e-18,0.0516691490490705,0.0131588040201886,2.75895141646755e-18,3.36904367318954e-18,2.75277400517498e-17,1.28235162246029e-17,0,-1.26709032048421e-18,3.81579444117247e-18,0.000438276479184175,0.654043569738274,0.0354053261362929,4.17665829800797e-17,5.4996636168081e-17,1.49521005164164e-17,3.8161248583458e-17,2.40551641931563e-18,0.00273071814900281,0,1060.02798297577
Cell_1091,0.0254466039882693,9.97986732294374e-19,-4.70874102195891e-18,0.0326412242267168,1.13028582769324e-17,-3.058299023491e-18,2.90121437115971e-17,2.87607512184399e-17,1.73472347597681e-18,0.0319920948358569,0.00224700561771381,-1.188937281723e-17,0.686770782704214,-1.25195833216015e-17,5.16136745827898e-17,0.0181119061934546,-6.88884158955863e-19,-5.98879655757061e-18,0,6.06236282352166e-17,0,1058.50377955768
Cell_1092,2.73477876678836e-18,3.21751169420531e-18,6.03948873773584e-18,-1.27586856514651e-18,-1.44881970872259e-17,0.0444167655895402,-3.07104037169892e-17,-1.58662467799808e-18,4.33807995901291e-18,-1.90410706435733e-17,0,0.0745243549980196,0.660260681303337,-1.13078717653285e-17,-7.61649017039714e-18,-3.30477343148577e-17,0.00318344705905209,6.34864273713515e-17,7.9196182583526e-17,-1.34152133909906e-17,0,1044.48296320477
Cell_1093,6.39126161451611e-18,0,4.88017518531109e-19,-1.47635977670924e-17,1.94209608654025e-17,-1.54763917813403e-18,0.0360180413675858,1.9849068859834e-18,-2.18074239243826e-17,-1.05622848519007e-18,-1.00055115319355e-17,-4.1604265426664e-17,0.776995923343147,-9.05918537705357e-18,-3.93547501086192e-17,-8.03151863627926e-19,5.73783684619985e-18,-1.73968658009485e-17,6.09535564891003e-18,-5.20937627597097e-17,0,1049.07548102961
Cell_1094,-1.57752143152236e-18,-4.9645383123817e-18,5.68724831909803e-18,0,2.83502512499059e-17,5.39742602904174e-18,0.112138001511299,-1.32591717097928e-18,2.87350088280832e-17,-1.95400042583547e-17,-1.57322336927417e-17,1.44634560963299e-18,0.64811078350931,-5.91399140098812e-17,-1.22429486120781e-16,3.64775796771225e-17,-5.67314074808331e-19,-2.33054603584723e-17,-4.46409560377374e-17,-9.95733363692414e-18,0,1043.29000441168
Cell_1095,-5.27026538624691e-18,5.56226742469276e-19,-1.58359359384927e-17,-7.86683041702762e-18,-5.2234040100841e-17,2.03672770682906e-18,0.195951479569919,3.46944695195361e-18,2.74293821391143e-19,-6.20851822792121e-19,6.36334946178938e-18,5.31532300401375e-18,0.588992066401231,-7.06935703982016e-18,9.20896245445182e-17,4.89731030889255e-17,1.87970381691634e-17,-8.17273067668106e-17,-6.78417935187002e-17,-4.43366677143091e-17,0,1064.77686439543
Cell_1096,1.11496028927968e-17,9.59921767718826e-20,0,-3.38256302041799e-18,-1.73619720648177e-18,0.0733473377037852,2.38831906734149e-17,1.13038016143417e-17,-1.92976697331869e-19,0.0367084610952876,-1.15995826212281e-17,0.0123204838898021,0.667489489973028,1.55427809927252e-17,1.33330633068352e-17,5.65977341196195e-17,-1.93967304563573e-18,1.99017060324349e-17,0,-1.52382029597086e-17,0,1044.82459580575
Cell_1097,-2.19788245929058e-17,-5.21736638453457e-19,2.32423078382615e-18,-5.58573734496767e-18,6.91540761414444e-17,0.0192817867383676,-2.98565285111237e-17,1.02374619510235e-17,-4.38232290874069e-17,0.00690143268496869,-4.46419929283934e-19,0,0.691323037263389,-4.92764418690872e-17,-1.63492258009881e-16,6.3176204599678e-18,1.04100110017502e-17,-2.85920549779322e-17,8.38028039326812e-19,0.0227649216125139,0,1041.12639623769
Cell_1098,0.0207335137763642,5.77493046773117e-19,9.73223985003268e-18,1.82575417682702e-19,2.91323919032893e-17,0.0907151533217999,0.084880408558804,-1.3428671684223e-17,-1.73472347597681e-18,9.20736324963161e-19,0.00249916918809875,-2.71534999599416e-19,0.591634618401231,-4.55192529236562e-17,1.49356908335288e-17,1.80474252241007e-17,1.97002968597072e-17,1.97327561997954e-17,2.67595665969481e-17,9.54742978485397e-18,0,1038.6125842799
Cell_1099,1.79331121383241e-18,1.7469962725751e-19,-2.12013462792455e-18,-2.19398359656203e-18,-2.06779093871388e-17,0.0103903963645729,-2.60333161166269e-18,3.85071625827016e-18,1.95916567910494e-17,0,9.73553249926705e-18,3.80520709485881e-17,0.579274864835445,-5.37447179089464e-18,7.77316290980602e-19,0.155119941719325,1.63705204517306e-17,0.0489826173288186,-8.29360918144601e-18,9.69126300459669e-18,0,1064.80857709664
Cell_1100,-1.35489640382724e-17,-3.34894255573237e-18,3.12221236730412e-17,0.00790712844130134,3.22216282752202e-18,4.95937074587839e-18,1.24125401891465e-17,3.1710280220438e-18,-2.26242263936466e-20,0,0.0302889895753877,0.0763656560824734,0.65753848933034,-7.05384388483145e-18,1.21692256130428e-18,1.4685898698297e-17,0.00967060319821927,4.55159342212309e-17,-6.33428013676309e-18,-1.75537003511411e-17,0,1039.04438186495
Cell_1101,4.23023817521182e-18,0,-1.640406761802e-17,-4.13817305726781e-19,-3.27298436554371e-18,1.28038465679032e-18,2.10108757559962e-17,1.92538203927328e-17,2.12710763701679e-17,3.54237722903066e-17,2.5660875764822e-17,0.163805594631218,0.574207198393678,-4.3888788387447e-17,2.44152269241713e-19,6.35249097833037e-17,3.94828571491921e-17,1.87959310630766e-17,2.75886753512144e-17,1.30297508016078e-17,0,1028.03520694431
Cell_1102,-1.09439994987775e-18,1.21161395167268e-17,0.0274429434825858,1.90715330600777e-19,-3.95037587425089e-17,6.571658374548e-18,0.0846682579030257,-7.04792397506323e-17,0.00312377137386938,0.00110638323670056,0.00260200926149532,1.68753618499752e-18,0.612064211504971,0,1.12166712195835e-18,-1.71103003960833e-18,-4.02418106009412e-17,2.35136282386535e-17,3.34158175976088e-17,4.4458248320268e-18,0,1019.91514491281
Cell_1103,2.89785734779816e-18,-3.21747695645492e-19,-7.29164729216382e-18,4.25625147146371e-18,2.15934884244432e-17,1.80012677181046e-18,2.48746802579148e-17,-7.10431025094613e-18,0,-3.83006524425745e-18,-3.35170800040426e-18,0.0337653276447844,0.726989881438348,-4.16089815253309e-17,3.66452748615522e-18,2.912587659106e-18,-3.16883684543355e-18,-3.5731374265654e-17,7.13553267974076e-17,3.24535318780972e-17,0,1049.63415143517
Cell_1104,-3.62867752619914e-19,1.07498379700027e-18,-1.85641135515069e-19,4.17282831541493e-19,3.27753990502185e-17,0,0.0499326588780267,-1.16548209605966e-17,2.42805802362752e-18,5.10116760963358e-18,0.0125088191995009,0.0585630450444699,0.596955478029011,6.89076433715903e-19,6.16972191300489e-17,-3.09187970322408e-19,0.0300773545241888,-7.51951828034308e-18,-6.61365092367655e-17,1.06563847506351e-17,0,1033.75035633854
Cell_1105,5.00527335822419e-18,6.83049779725865e-20,-1.24109507620628e-18,-2.32002761367588e-18,-1.58573459798372e-17,0.0324362979764245,0,7.24426314300914e-18,4.1598282863305e-21,4.23234308860383e-18,-5.7489996601135e-17,8.91109063746839e-18,0.7397577601576,1.14656628820569e-17,-3.76776399176002e-17,-2.07126436085311e-18,1.73484450673319e-17,7.4484311779274e-18,1.18658901127586e-17,7.28362432716936e-18,0,1038.07788672046
Cell_1106,-1.56978695475952e-19,0.0228795501292964,1.36526200597625e-17,0,5.13637116913768e-17,0.00994361311464472,0.00449156250508029,-5.2605357837506e-17,-1.83889574220923e-18,-2.29794085978079e-18,1.36803834703537e-17,2.80866450976956e-17,0.723935948691546,1.40691294847186e-17,2.31985670052346e-17,4.84176169764947e-18,-3.51073909799968e-17,2.85650133294256e-18,3.26139464775562e-17,-2.31954166516443e-18,0,1040.55172717672
Cell_1107,-8.76301154224452e-18,-1.83762844298138e-18,-2.42129376868599e-18,8.15386957814437e-18,1.33865124901585e-17,-4.73067640849119e-18,0.237721832923505,2.30191859635324e-18,1.73472347597681e-18,9.07593827054644e-18,-1.93062545166296e-18,-1.2485080084939e-17,0.540393945590687,4.97913931789376e-18,-6.63945287858119e-18,-9.80064883538263e-18,-3.62165317820342e-18,1.16065394980998e-17,-5.04852392147708e-17,-2.97710632698239e-17,0,1062.28745126234
Cell_1108,2.07135457421933e-18,1.36303020943689e-18,5.47093371081727e-17,-2.23715919439417e-17,-4.51648517291355e-18,1.4757474181041e-17,0,-1.00169675349341e-19,1.3956869657508e-17,1.89565725464649e-17,1.38827291692133e-17,3.22624644782025e-17,0.740354950127114,-5.57670566961498e-18,7.67345546708415e-17,-1.37057325133246e-17,4.42174765303529e-19,-2.77555756156289e-17,-4.71436856217177e-17,-2.08149878919929e-18,0,1042.34884656909
Cell_1109,3.08961341909954e-18,0,2.19333970782977e-18,-7.27472362955126e-18,-4.6691956097492e-17,0.0156513787901179,0.141459562704,3.62770719697483e-18,-1.14948833379337e-17,3.98494532085229e-20,9.65372589621271e-18,-6.81906982327129e-17,0.594927394477443,-7.33920882233091e-18,-6.25567801814059e-17,-1.69060581338313e-17,1.45300301119644e-17,2.14243871720969e-17,6.60302856303653e-17,5.66444070140492e-17,0,1028.36525910159
Cell_1110,5.1478171367685e-19,4.13350410636461e-18,3.75548093045561e-18,1.98576396438232e-18,5.13638414473355e-17,0.0353025869531061,3.5811152039405e-17,5.86102206014411e-18,-2.28589578159341e-17,-1.40718125408001e-17,0.0644046048971972,-2.84579163778067e-18,0.654426136769104,-5.10736056561935e-17,-6.24024993330943e-17,1.50766595916945e-17,0,5.4058598213472e-17,5.28571518382683e-17,4.68567265888201e-19,0,1026.80887478397
Cell_1111,-9.96005889641115e-22,6.67466515727181e-20,2.742966872657e-19,0.025848343217085,3.27374100549971e-17,0.0232537883005178,-3.31085519455143e-17,0,-1.2713451597603e-18,-5.02163590998558e-18,2.37488416190153e-17,0.0940002207640707,0.569985006978355,-9.10527844600969e-18,-5.31908779975406e-17,-2.10270367888432e-17,0.0138634193136354,-2.70741225386609e-17,1.59312407634197e-16,4.07882915458737e-18,0,1020.3108916397
Cell_1112,2.78829577375381e-19,-2.2959173326814e-18,-6.26195196890098e-18,-1.79386634535383e-17,-2.88878049069932e-17,-5.36140975385196e-19,-4.31361861961504e-18,-9.13638082718768e-18,-5.57322561635461e-18,0,2.44889001994125e-17,1.09413903938762e-17,0.722994145956329,-9.07856847447408e-17,-7.79347485741935e-18,-1.82292789904956e-17,-7.49283045472226e-19,-1.29190125281389e-16,0.0098673766919517,2.85914167147245e-18,0,1020.04778146624
Cell_1113,1.41307406683541e-17,5.21634711553853e-18,-2.97283820934836e-17,-3.82317628013285e-18,5.4987037271822e-17,0,0.144109779464468,4.30755138641386e-17,5.82917574693884e-18,0.0326177908625342,0.0042100641190846,8.46391566245085e-17,0.52777424636795,-4.88106601627134e-17,3.29301238944008e-17,-2.4337764242963e-17,-7.79626864670795e-17,2.00916346313586e-17,1.79898701470335e-17,3.71381727058502e-17,0,1007.14703544816
Cell_1114,-1.64530449502781e-18,-1.16660497580221e-18,1.02701562158879e-17,7.03187740560066e-06,4.46746429572664e-17,0.0392265853045693,-1.83791697036617e-17,1.05239245934744e-17,6.23235147633008e-18,0,9.29909944766189e-18,0.169891015173511,0.299281211468914,-1.36005625007698e-17,-1.00405813437191e-16,0.162467231396843,0.0772513677891737,-6.35066316123005e-18,-3.65662045421591e-18,-5.73272820843065e-17,0,1017.54411228977
Cell_1115,1.78521763023585e-18,0,-1.0960366360575e-18,8.84959225713167e-18,-2.89029236176212e-17,4.08630040649105e-18,0.188982618163082,-1.02296775706268e-17,0,2.36052378290319e-17,1.07413351534391e-19,-4.64225340948305e-17,0.545931413127124,-2.50301463028057e-19,3.71336948482396e-18,3.78357008965888e-17,-1.68915491871067e-17,-1.28936273679375e-16,-5.28915475403308e-18,6.04977887263463e-18,0,1029.48807274813
Cell_1116,-3.91507355615018e-18,6.75607321096878e-19,4.56612652262808e-18,-3.27275127096412e-18,-3.63907761337952e-17,0.0957830687405168,6.6536394051041e-17,0,9.73563282756036e-18,-1.18189450189865e-18,7.56263858574142e-18,-5.53260132510046e-17,0.675764875479614,-1.51718675672441e-17,6.77569944526887e-17,-3.24457524374273e-17,1.29868497575085e-17,-2.07339992494449e-16,1.59006140375843e-17,-1.37374993197236e-17,0,1047.01621189658
Cell_1117,1.42181764510987e-18,-1.19034697041266e-17,-5.0576171228694e-18,8.67218422517185e-20,5.1049340108005e-17,0,2.36585945097258e-18,4.80250963165797e-18,-9.67770287218497e-18,1.69552017338957e-19,1.95228130228682e-18,-7.19408767862487e-18,0.678696832198074,-3.46529890593964e-17,-1.17553501231738e-16,-2.81901532904794e-17,-1.75940583885624e-17,0.00593287802258228,-1.22425770818327e-18,0.0180501846390652,0,1011.47625535817
Cell_1118,-1.21878857174478e-17,6.78603488613836e-18,5.69202506505035e-18,1.17186480161497e-17,-2.91710964871275e-18,2.87783878286431e-17,0,3.35534639006169e-17,-6.12605324727635e-20,-8.21947411238805e-18,-1.06163085019169e-17,-6.243554738869e-17,0.741145422436448,-6.5043295932635e-17,8.75610477131142e-17,2.06587262926384e-17,1.47233493016962e-17,-1.47487263631613e-17,4.69662143351434e-17,-1.90673946925678e-17,0,1045.41685053846
Cell_1119,-2.6315540275962e-18,0.00044544262034993,-9.56741609625645e-18,-4.01866336625534e-18,2.05325918549601e-17,0.032754352746883,-3.58323908003882e-17,3.42504157370529e-18,4.47875914143905e-18,8.58265910436675e-18,3.05635854942312e-18,-2.98107935983514e-17,0.559780046298904,1.73255588152714e-18,9.0851471988564e-18,0.146168542624368,0,2.13596335010553e-17,-6.21498840157861e-17,1.4819081594928e-17,0,1055.87003942436
Cell_1120,9.15236975577112e-19,-1.13882475825672e-17,0,-7.26757370230855e-19,7.00281657807411e-17,-7.68168053251066e-18,0.0324194859208793,1.28398606007403e-17,8.25961326551489e-18,-6.85910747358991e-18,3.4578771089547e-17,-7.60807267026786e-18,0.714705421687483,-1.33676311975375e-18,-2.93595928932395e-18,7.69331645116026e-18,-4.522038262695e-18,7.24622588147948e-17,0,0,0,1041.58145130765
Cell_1121,-2.94929006924743e-17,-1.69243360404394e-17,-3.85418010617335e-17,0.056259918706384,2.20587807726805e-17,-1.62782831285078e-17,1.62602412675956e-17,5.37912854294097e-19,1.67340986251663e-17,4.19815905540341e-18,4.54596982089487e-17,0.0619122684515835,0.579365398321381,0,1.19334842683384e-17,-1.43998539465123e-17,1.46532248923229e-17,1.05907195058158e-17,-2.77555756156289e-17,-3.29266162906922e-18,0,980.768668877908
Cell_1122,-6.8749443342844e-18,4.86289246660271e-19,-2.33019576475942e-17,-6.15677343524318e-18,2.89958282363308e-17,0.0346409725279282,0.117397364897388,-2.08862561413325e-17,3.36911480891695e-18,7.14785217316124e-18,0.0651659576608927,-2.34487630402965e-17,0.524921995419595,-6.5701004507645e-20,-2.91789927727973e-20,0,9.11313140309173e-18,1.38760982315261e-18,1.27236478700371e-16,-1.57494800959783e-17,0,1036.34866665027
Cell_1123,-1.3901652101678e-18,5.37672116686252e-19,-5.29157555703069e-19,0,2.80030225200498e-17,-4.81078492834176e-18,0.127034784273157,1.1686265540753e-20,0.00772218297432722,1.94052856195649e-18,9.87696489691412e-18,2.58992770696831e-17,0.605162552545484,-2.47088987885525e-17,2.21935575411908e-16,-1.36054291216964e-16,7.64841681203993e-17,-7.21215521839003e-17,2.7805569184615e-17,3.20464386044779e-17,0,1045.20466073516
Cell_1124,2.95052863338834e-18,1.22789005478329e-17,-1.39351142699402e-17,9.21650275332181e-19,-7.01140467140801e-20,1.95163815927017e-19,0.0450611622425228,1.40304723207802e-17,1.76908765057831e-20,0,0.0781548857839857,6.43106699475213e-18,0.561551030688252,2.54116486893106e-18,-1.17425478684482e-17,0.020991339921815,-2.09810671770251e-17,-6.62752122629827e-18,0.00985829987923052,0.0459969230024374,0,1040.25454428347
Cell_1125,-1.23071130572595e-18,1.19114182659622e-18,1.52227735384879e-18,0.0324839290250493,3.916777703746e-17,8.88272314945793e-18,0.0491923084493813,8.67361737988404e-19,1.59170620264726e-17,3.68452893682809e-18,-8.4126637111099e-19,1.94101566850675e-17,0.630053326363145,-1.05262035403657e-17,-1.31998958729705e-16,-3.85805646985237e-18,-1.16815275939976e-17,8.90160408967723e-18,2.04217824305507e-17,4.96928924967554e-19,0,1025.08137643729
Cell_1126,0,2.94424285884192e-19,9.62344705351581e-18,1.41796602192074e-18,-6.84777701853341e-17,0.0513110353481872,0.254523001677148,2.57554917330535e-19,2.5679458489106e-17,2.82844658409898e-19,-8.10411263443663e-18,3.27116064115114e-18,0.257009951265651,-2.34590722473126e-17,6.90378204513736e-17,-5.8452024536178e-18,3.81014361404538e-17,-5.63502825433658e-18,-5.7008520593721e-20,7.06950828988181e-17,0,945.648042887425
Cell_1127,7.4278967386479e-18,0,-3.86584576539849e-17,-2.42820526435435e-17,8.0058777861615e-18,-2.84615096200626e-17,0.00251634618727133,0.014058347352667,8.73341192213768e-19,-5.80083319593168e-18,1.66960020242665e-17,-1.05568219390111e-17,0.607727641035889,4.98379331709568e-17,-1.85312011968383e-18,2.38007170328034e-17,-3.20713656874804e-17,-5.64246588008973e-17,5.44393767139273e-18,5.93987339533285e-17,0,974.140314583439
Cell_1128,-7.94749405807893e-18,4.06614114224873e-18,9.17554223407156e-18,-8.06704331034034e-18,4.74038305130475e-17,-7.79921437351601e-18,0,-1.98858475057549e-20,-2.06189910934848e-18,9.48165575977629e-18,3.48765055711794e-17,1.09681125938788e-17,0.575822940160038,4.61085109615462e-17,-1.13312491470475e-17,-3.25705179600817e-17,2.86736976847884e-17,3.49792940556749e-17,-3.84244267873352e-17,0.00231686776873523,0,944.717996916775
Cell_1129,0.00949452654686992,0.0100393051271125,7.26813093441715e-17,1.39547016330387e-18,1.90721235458063e-17,0.0550400827204058,1.74216238604043e-17,2.38359326998261e-18,-2.11182604648223e-17,0,8.92553785397289e-19,2.59188797428634e-18,0.52647088771911,6.49341403076142e-17,2.53591184857011e-17,1.7883503838264e-17,-4.72205327457536e-17,-3.11606281094103e-17,0,-4.49450937872439e-17,0,957.65522473933
Cell_1130,2.70662861718558e-19,-4.47766466764775e-19,8.74960250456724e-18,0,-1.09733379193257e-17,0.539720813981456,-4.11887679388525e-17,0.00938202349885949,-1.23272718869421e-17,-2.2281450265867e-18,1.33126125299551e-17,-1.93719807611459e-17,0.0544429212191888,1.28292452929888e-16,2.27303616643043e-17,6.09484338661533e-18,6.73311527575274e-17,-4.56437273042803e-17,-1.34056553612652e-16,4.04907413215842e-17,0,811.430367592956
Cell_1131,-7.7629922452647e-18,7.44786402203755e-19,3.0377588245751e-17,-4.38980675473464e-18,-2.34309616781019e-18,-1.76448748206427e-17,0.019788591761058,-1.73472347597681e-18,-1.14563055375407e-17,1.7640645773406e-17,8.50320483934154e-18,8.40715647202075e-19,0.559822088666761,1.83067132717929e-17,-6.5764429943227e-19,5.14100784038528e-18,4.71497701117024e-17,7.87180670694744e-17,-2.69287579156298e-18,-1.41041140768812e-17,0,933.820640935166
Cell_1132,-2.31430167633933e-19,0,0.00618499398855807,-5.47617708601941e-21,-7.43767205000946e-18,-2.27767158062385e-19,1.33486645287761e-18,2.74506301474323e-17,-3.6642046911354e-18,0.0238517191568982,2.1325798497734e-18,1.34591818644902e-19,0.484471717185162,-1.62402691138729e-18,-3.5426863615916e-18,9.74687143037107e-19,1.33993967474924e-17,0.0970317735700836,-7.4673318919703e-17,-1.53208321985974e-18,0,952.256563163702
Cell_1133,2.13008340490726e-19,0.00105076780659145,8.21865124820199e-18,8.17914318505981e-18,-5.29052189800512e-17,0.0605440038577268,8.88888612591906e-18,4.12410498690148e-18,-1.39690042989172e-18,0.0943955271828385,0.0733314595664856,-2.83363845582094e-17,0.333506542564873,-1.11615532236389e-17,-1.80291299285473e-18,5.62577327930646e-18,2.04914578919743e-17,0,0.0387507697079485,-2.62049764414351e-18,0,932.004104174575
Cell_1134,-1.73950197478702e-18,1.73472347597681e-18,-6.65429705275734e-18,2.4184155360094e-18,2.30835838554299e-17,7.76975192832881e-18,-1.03531826924305e-17,-3.21645170974745e-18,-4.82123128193738e-18,-3.86431434746192e-18,-1.0910994001755e-17,3.02117794644081e-17,0.623435304400288,-8.73725521273118e-18,-1.75966776921815e-17,8.66211530231094e-18,-3.85074396157091e-18,4.10658172550175e-17,0,-1.61600051630977e-17,0,986.618468456764
Cell_1135,0.027562543870259,0.00668099121119159,-3.62203839599545e-19,0.0405412991983263,-3.19436996571144e-17,7.04391150646249e-19,0.0901703884498144,0.00329796040056009,0,0.0118587313401905,-2.62537197463749e-18,8.46370221349029e-17,0.456272021960096,-6.37156209868398e-17,-1.92658930863949e-17,2.87464322069343e-18,-3.0194980436074e-18,0,0,-8.21539972499123e-17,0,981.877288345549
Cell_1136,3.6714668660875e-18,2.11084514042057e-19,-2.00872225009416e-18,-1.86510392859089e-17,-9.97999378668807e-18,-6.41327580633862e-18,0.0884864209931583,2.1682211679985e-18,3.6225150095223e-18,-3.31364757126911e-17,-7.57708024211757e-18,-2.65664818708528e-17,0.540770174692289,0,-2.49462923778493e-18,-5.32005545135236e-18,-7.65259445280688e-18,-2.1680749556303e-16,1.40406391967851e-17,-7.65540548217132e-18,0,985.502093699118
Cell_1137,-7.28684907113843e-18,3.15612115098692e-18,-1.41516251899712e-17,-1.63667521587896e-17,3.74962832581163e-18,0.0714921795836204,0.0582141524726388,-4.21876723187571e-18,3.46944695195361e-18,1.08239971507207e-17,2.29215171890296e-17,3.89616362753659e-17,0.488914672889405,6.71682689912712e-17,1.27544198318298e-17,-2.71096683643561e-17,-7.27238654520049e-18,-1.63301365067613e-17,3.02532879959332e-17,-1.02246104931181e-17,0,934.833809611132
Cell_1138,-1.43469612799229e-17,0,5.8403698694837e-17,8.25793822273452e-18,-2.1661921843246e-17,1.01325507974824e-17,0.140956471109929,-1.35074985167087e-18,-4.99163783225261e-19,1.67706067445542e-17,4.86814551727581e-18,-4.32566652958695e-17,0.488613109506539,-3.56762119348026e-17,5.64909896167773e-18,4.67804360508064e-18,-5.93611786863684e-18,6.29188948248318e-18,2.85908784553601e-17,-1.8274859783557e-16,0,999.297363392049
Cell_1139,-1.82585238309272e-17,1.9846481201576e-18,2.04360153685872e-18,-1.89682482697874e-19,6.24605700651599e-20,1.25659081958499e-17,-1.32115276902273e-17,0,-3.12383485190958e-18,1.37908036471348e-17,3.88826668561113e-17,-3.13637449812214e-17,0.629532796110448,3.28481520414481e-17,-7.60053159872185e-17,-9.71203235937262e-18,-2.01630899568491e-17,7.24603246217707e-17,2.97347016104675e-17,1.00505931339525e-18,0,981.59146448766
Cell_1140,-1.97929397783919e-17,2.59864332893407e-18,-1.61306852413461e-17,-2.10992173120066e-18,6.23790721980128e-18,-1.70914579526578e-17,0.200096009804718,2.96541035431468e-17,3.61520674349813e-18,6.8532258823353e-18,-4.20678739195307e-18,1.97727291476134e-17,0.389886531212685,6.08265855073676e-18,5.34532949664513e-18,0,-1.73472347597681e-18,2.21924232404806e-17,7.00754267541139e-18,2.05259177628372e-17,0,968.69312794941
