-7.167554461436830934e+03,3.283270303536191477e+03
7.354769570042428313e+03,5.289868934269496776e+02
1.915835142043219548e+03,-9.557212799485616415e+03
4.675295273767629624e+03,7.145246268994944330e+03
1.958140446887949565e+03,-9.504588952502164830e+03
2.652090057603072637e+03,4.726786962249145290e+03
-4.613751759679395946e+03,-7.670888273257137371e+03
-6.149651686134500778e+03,-2.948261988682590072e+03
-6.310711569926167613e+03,-4.748435785110927100e+03
2.284282219422200797e+03,-7.802276395378208690e+03
-8.153025565132406882e+02,-6.174572495972798606e+03
-7.813197921188099144e+02,2.458651051615073357e+03
2.690056808439751421e+03,4.083563750737546343e+03
-5.385609811386832462e+02,5.839846589641203536e+03
-7.692574699532466411e+02,-8.013064631750004992e+03
-7.471216681947011239e+03,2.310561441937005384e+03
-1.087440298115899395e+03,-9.300705394839298606e+03
1.076793926099039254e+03,-8.997772294707181572e+03
1.854899030230396875e+03,-7.613482534275142825e+03
-1.072228610567892792e+04,4.832573717307923289e+03
-6.695782906191457187e+03,-4.818120938290517188e+03
-1.588110098451141312e+03,5.172536595795799258e+03
-9.274767195338103193e+03,4.904526253780491061e+03
-8.435260852301159957e+02,5.041998336252399895e+03
8.379514120013269348e+03,-1.906276410020158210e+02
3.972532099560489314e+03,9.970465850793354548e+03
-3.067458033011434964e+03,-5.907339478311741914e+03
-1.645703116776770457e+03,4.947936627588190277e+03
-7.703465773887647856e+02,2.636260684210996260e+03
-1.999596185027641695e+03,-9.132530813100554951e+03
-1.264284624735907300e+03,-9.179882526036628406e+03
-3.563077621666980576e+03,-8.902013462761537085e+03
-5.545646681072014871e+03,-5.558972806714258695e+03
-4.272192399600781755e+03,-7.923571641686256953e+03
-1.871732679250552565e+02,5.768774937560818216e+03
4.686801674430647836e+03,-7.741253096690342318e+03
2.138632826602604837e+03,-9.398232243942011337e+03
-6.236703528159204325e+03,-4.890923809138089382e+03
4.892217379889108997e+03,7.398797454180672503e+03
-5.432822119056153497e+03,-5.700554101236502902e+03
-1.394834919970999465e+02,-7.573849498645438871e+03
6.931681185874004768e+03,1.818849478019781145e+03
5.551095766726398324e+03,-1.336999479841774519e+04
-2.734429958125138455e+03,4.015069977208832370e+03
2.343328792286508815e+03,-9.997959330981870153e+03
8.563422048409353010e+03,-3.027457901991995186e+02
-4.612076642588317554e+03,-7.604649838012467626e+03
-3.089886887605669926e+03,-7.799917197466163088e+03
-1.583987579978560007e+03,6.217823396250265432e+03
-5.159938430477575722e+00,-7.653584548351733247e+03
-1.451667877634182787e+03,6.489650994780927249e+03
4.594126615516865968e+03,6.170086355231638663e+03
